aX,aY,aZ,gX,gY,gZ
-2783.00,4147.00,4498.00,-6195.00,-570.00,1447.00
-2250.00,4630.00,5175.00,-1758.00,1290.00,-575.00
-388.00,4486.00,12994.00,-470.00,2006.00,-1171.00
-155.00,3569.00,14159.00,-1480.00,1347.00,-549.00
-812.00,1572.00,9379.00,-2311.00,778.00,6.00
-1592.00,1271.00,6971.00,-2592.00,506.00,277.00
-2076.00,1288.00,6062.00,-1898.00,592.00,-67.00
-1273.00,1640.00,6752.00,-1549.00,579.00,-306.00
-639.00,1668.00,7339.00,-1412.00,223.00,-298.00
-275.00,1669.00,7733.00,-1479.00,69.00,-126.00
-605.00,1753.00,7738.00,-1507.00,17.00,28.00
-1307.00,2024.00,8009.00,-1453.00,104.00,69.00
-2299.00,2578.00,8698.00,-1526.00,95.00,-29.00
-2022.00,2613.00,8473.00,-1776.00,11.00,-311.00
-838.00,2221.00,7247.00,-1796.00,41.00,-452.00
-292.00,1838.00,6687.00,-1748.00,115.00,-554.00
-78.00,1373.00,6149.00,-1712.00,271.00,-546.00
-201.00,593.00,4343.00,-1760.00,318.00,-484.00
-299.00,167.00,3018.00,-1760.00,395.00,-548.00
203.00,-719.00,196.00,-1642.00,413.00,-635.00
721.00,-1261.00,-1190.00,-1429.00,441.00,-678.00
1081.00,-1883.00,-2450.00,-724.00,527.00,-605.00
771.00,-2847.00,-3595.00,-292.00,570.00,-549.00
99.00,-2992.00,-3264.00,450.00,481.00,-422.00
-834.00,-2920.00,-2458.00,686.00,292.00,-327.00
-824.00,-2867.00,-2534.00,1103.00,-34.00,-212.00
-653.00,-2951.00,-2107.00,1400.00,-76.00,-205.00
-674.00,-2846.00,-1104.00,1744.00,-86.00,-157.00
-736.00,-2468.00,211.00,2255.00,-207.00,111.00
-1171.00,-1044.00,2496.00,2364.00,-320.00,244.00
-1427.00,-195.00,3302.00,2515.00,-575.00,302.00
-1326.00,1127.00,5078.00,2642.00,-638.00,212.00
-967.00,1608.00,6259.00,2794.00,-636.00,111.00
-529.00,2057.00,7647.00,2957.00,-661.00,113.00
298.00,2751.00,10191.00,2897.00,-707.00,200.00
353.00,3008.00,11050.00,2549.00,-634.00,282.00
-521.00,3292.00,11805.00,2310.00,-489.00,222.00
-1188.00,3517.00,12005.00,2076.00,-323.00,130.00
-1455.00,3692.00,12270.00,1746.00,-177.00,-38.00
-333.00,3552.00,12798.00,1639.00,-211.00,-41.00
174.00,3487.00,13145.00,1536.00,-236.00,147.00
120.00,3718.00,14019.00,1497.00,-110.00,225.00
-421.00,3908.00,14480.00,1203.00,197.00,320.00
-1076.00,4452.00,15163.00,1025.00,226.00,410.00
-1235.00,4516.00,15618.00,889.00,179.00,512.00
-1431.00,4505.00,16140.00,548.00,194.00,560.00
-2000.00,4069.00,16557.00,273.00,374.00,417.00
-2570.00,3692.00,16213.00,-433.00,856.00,5.00
-3446.00,2801.00,14542.00,-796.00,947.00,-140.00
-3382.00,2410.00,13627.00,-1069.00,933.00,-225.00
-3252.00,2096.00,12915.00,-1321.00,615.00,-224.00
-2656.00,1780.00,12320.00,-1382.00,329.00,-132.00
-2348.00,1731.00,12303.00,-1516.00,-52.00,90.00
-2694.00,1695.00,11824.00,-1630.00,-74.00,144.00
-2936.00,1627.00,11270.00,-1760.00,-28.00,93.00
-2909.00,1562.00,10636.00,-1961.00,105.00,-236.00
-1853.00,1385.00,9733.00,-2018.00,132.00,-387.00
-1320.00,1151.00,9391.00,-2097.00,134.00,-442.00
-687.00,1076.00,8319.00,-2115.00,133.00,-399.00
-663.00,1048.00,7916.00,-2110.00,125.00,-335.00
-734.00,1094.00,7631.00,-2009.00,223.00,-172.00
-917.00,961.00,6962.00,-1971.00,303.00,-115.00
-941.00,747.00,6467.00,-1956.00,278.00,-33.00
-873.00,363.00,5514.00,-1918.00,193.00,0.00
-794.00,114.00,5177.00,-1770.00,61.00,37.00
-745.00,-231.00,4583.00,-1678.00,84.00,15.00
-802.00,-364.00,4266.00,-1570.00,153.00,-31.00
-830.00,-455.00,3988.00,-1291.00,268.00,-117.00
-399.00,-300.00,4014.00,-1153.00,321.00,-139.00
-284.00,-204.00,4194.00,-1186.00,561.00,-211.00
-12.00,-1611.00,2403.00,-1301.00,445.00,-147.00
-130.00,-1836.00,1553.00,-1249.00,219.00,-24.00
-504.00,-1810.00,1026.00,-600.00,80.00,-56.00
-547.00,-1484.00,1442.00,-151.00,80.00,-144.00
-420.00,-1439.00,1891.00,458.00,76.00,-202.00
-406.00,-1687.00,1616.00,584.00,7.00,-155.00
-460.00,-1848.00,1301.00,716.00,-71.00,-123.00
-542.00,-1979.00,1385.00,1133.00,-173.00,-138.00
-694.00,-2016.00,2449.00,1326.00,-227.00,-121.00
-723.00,-1940.00,3006.00,1620.00,-351.00,18.00
-859.00,-1615.00,3796.00,1782.00,-378.00,105.00
-1021.00,-1351.00,4077.00,1942.00,-401.00,191.00
-1171.00,-1052.00,4347.00,2172.00,-494.00,283.00
-1733.00,113.00,5528.00,2277.00,-559.00,290.00
-1529.00,683.00,6438.00,2471.00,-772.00,321.00
253.00,1453.00,8190.00,2538.00,-800.00,365.00
851.00,1708.00,8879.00,2544.00,-703.00,409.00
674.00,1950.00,9514.00,2246.00,-423.00,503.00
-1400.00,2805.00,10169.00,1946.00,-447.00,549.00
-1778.00,3078.00,9945.00,1457.00,-704.00,400.00
-767.00,2820.00,9483.00,1421.00,-729.00,251.00
-361.00,2471.00,9717.00,1475.00,-681.00,148.00
-594.00,2293.00,10264.00,1443.00,-638.00,103.00
-1410.00,2665.00,11830.00,1252.00,-684.00,95.00
-1549.00,2973.00,12379.00,539.00,-720.00,96.00
-821.00,3017.00,12044.00,153.00,-677.00,158.00
-387.00,2541.00,11484.00,-90.00,-554.00,243.00
-407.00,1944.00,10912.00,-173.00,-258.00,331.00
-1434.00,1539.00,10836.00,-118.00,-165.00,275.00
-2137.00,1846.00,11841.00,-1.00,83.00,-65.00
-2290.00,2993.00,13572.00,-128.00,126.00,-199.00
-1885.00,3603.00,13714.00,-346.00,135.00,-292.00
-1226.00,3957.00,13589.00,-750.00,310.00,-475.00
-551.00,3663.00,12668.00,-927.00,457.00,-514.00
