aX,aY,aZ,gX,gY,gZ
1066.00,-1853.00,9719.00,805.00,1397.00,-1282.00
1078.00,-1289.00,9301.00,1052.00,792.00,-1620.00
-54.00,-20.00,8115.00,1136.00,446.00,-1843.00
-347.00,568.00,7594.00,1415.00,310.00,-2008.00
431.00,450.00,6918.00,1658.00,551.00,-1988.00
1128.00,405.00,7198.00,1957.00,986.00,-1868.00
1806.00,615.00,7644.00,2657.00,1670.00,-1351.00
3156.00,-51.00,8537.00,2907.00,1585.00,-1033.00
3297.00,-678.00,9152.00,2974.00,861.00,-396.00
2879.00,-223.00,9489.00,2893.00,403.00,-199.00
2472.00,172.00,9330.00,2784.00,19.00,-91.00
2410.00,330.00,9050.00,2596.00,-430.00,248.00
2561.00,-62.00,9078.00,2525.00,-454.00,442.00
2546.00,-541.00,9479.00,2335.00,-377.00,678.00
2699.00,-1147.00,9902.00,2151.00,-290.00,868.00
2466.00,-1119.00,9892.00,1795.00,-224.00,1140.00
2401.00,-940.00,9649.00,873.00,-719.00,1795.00
2694.00,-405.00,8500.00,537.00,-1070.00,2138.00
2528.00,-234.00,7972.00,80.00,-1315.00,2745.00
2021.00,-227.00,7585.00,-61.00,-1221.00,3001.00
1752.00,-529.00,7794.00,-177.00,-1012.00,3197.00
1191.00,-838.00,8224.00,-580.00,-336.00,3417.00
-273.00,-1246.00,9213.00,-954.00,-82.00,3447.00
-1109.00,-1170.00,9788.00,-1911.00,274.00,3306.00
-2820.00,-461.00,9732.00,-2308.00,269.00,3171.00
-2938.00,-66.00,8957.00,-2583.00,74.00,2905.00
-3028.00,-5.00,8366.00,-2867.00,136.00,1941.00
-3140.00,-1202.00,8425.00,-2876.00,597.00,1423.00
-3038.00,-2172.00,8865.00,-2804.00,2151.00,657.00
-3806.00,-1577.00,10082.00,-2812.00,2931.00,363.00
-4539.00,68.00,9924.00,-2949.00,2652.00,-500.00
-4260.00,1264.00,8857.00,-2961.00,1768.00,-1172.00
-3728.00,896.00,7265.00,-2855.00,1295.00,-1919.00
-4164.00,301.00,7628.00,-2278.00,1813.00,-2966.00
-2838.00,-157.00,9638.00,-1881.00,2224.00,-3231.00
-1533.00,-245.00,10033.00,-1240.00,2590.00,-3501.00
-869.00,59.00,8437.00,-1053.00,2324.00,-3402.00
-1143.00,623.00,7238.00,-801.00,1939.00,-3171.00
-1448.00,970.00,6644.00,274.00,1655.00,-3131.00
-1074.00,438.00,6879.00,909.00,1805.00,-3259.00
-679.00,223.00,6974.00,1692.00,2264.00,-2964.00
256.00,-57.00,7120.00,1938.00,2432.00,-2656.00
574.00,-187.00,7342.00,2183.00,2538.00,-2364.00
636.00,-168.00,7548.00,2538.00,2570.00,-1823.00
228.00,285.00,7585.00,2588.00,2405.00,-1510.00
494.00,423.00,7559.00,2583.00,1785.00,-722.00
537.00,226.00,8221.00,2640.00,1480.00,-402.00
524.00,-46.00,8539.00,2697.00,1121.00,-198.00
479.00,-208.00,8762.00,2666.00,555.00,323.00
493.00,-235.00,9084.00,2603.00,420.00,630.00
685.00,-251.00,9276.00,2418.00,225.00,1142.00
800.00,-645.00,9827.00,2290.00,143.00,1417.00
668.00,-1051.00,10058.00,1906.00,-131.00,2018.00
420.00,-1502.00,10286.00,1659.00,-347.00,2230.00
-284.00,-1579.00,10291.00,1306.00,-593.00,2349.00
-519.00,-1272.00,9996.00,434.00,-1002.00,2596.00
58.00,-435.00,9028.00,99.00,-1092.00,2750.00
389.00,-422.00,8714.00,-456.00,-1237.00,2739.00
76.00,-579.00,8494.00,-608.00,-1459.00,2674.00
-214.00,-437.00,8348.00,-686.00,-1780.00,2732.00
-560.00,-542.00,8462.00,-1045.00,-2213.00,3197.00
-1537.00,-1289.00,9045.00,-1315.00,-2314.00,3401.00
-1995.00,-1423.00,9285.00,-2017.00,-2588.00,3355.00
-2508.00,-1456.00,9326.00,-2412.00,-2608.00,3208.00
-2427.00,-1420.00,9197.00,-2742.00,-2526.00,3030.00
-2149.00,-1414.00,9208.00,-3028.00,-1960.00,2438.00
-2211.00,-1936.00,9400.00,-3010.00,-1428.00,2122.00
-2718.00,-2340.00,9331.00,-3137.00,-640.00,1352.00
-3793.00,-2092.00,8746.00,-3276.00,-617.00,791.00
-4319.00,-723.00,8287.00,-3317.00,-686.00,133.00
-5032.00,869.00,7712.00,-2949.00,-83.00,-1022.00
-5894.00,1585.00,7452.00,-2670.00,689.00,-1412.00
-5230.00,659.00,7992.00,-2096.00,2248.00,-1848.00
-2000.00,-731.00,9460.00,-1809.00,2622.00,-1963.00
-553.00,-827.00,9969.00,-1234.00,2438.00,-2534.00
666.00,-241.00,10101.00,-907.00,2152.00,-3020.00
688.00,505.00,9573.00,-483.00,1920.00,-3456.00
742.00,1006.00,9033.00,104.00,2070.00,-3585.00
660.00,953.00,8101.00,421.00,2501.00,-3269.00
489.00,456.00,7651.00,1137.00,3098.00,-2530.00
875.00,-262.00,7427.00,1443.00,2994.00,-2259.00
1434.00,-47.00,7339.00,1813.00,2814.00,-2004.00
1810.00,317.00,7217.00,2477.00,2560.00,-1424.00
1571.00,912.00,7384.00,2696.00,2389.00,-1170.00
1407.00,1000.00,7725.00,2986.00,1867.00,-658.00
1287.00,546.00,8447.00,3026.00,1574.00,-379.00
1190.00,291.00,8724.00,3041.00,1304.00,-114.00
1088.00,-108.00,9078.00,3017.00,821.00,359.00
1258.00,-732.00,10043.00,2903.00,585.00,612.00
1327.00,-933.00,10411.00,2605.00,239.00,1053.00
1035.00,-1542.00,10768.00,2402.00,50.00,1239.00
876.00,-1809.00,10714.00,2135.00,-131.00,1460.00
717.00,-1770.00,10408.00,1379.00,-403.00,1900.00
532.00,-1281.00,9309.00,959.00,-593.00,1986.00
576.00,-739.00,8698.00,451.00,-1065.00,2225.00
449.00,-68.00,7994.00,275.00,-1255.00,2470.00
411.00,-209.00,7910.00,102.00,-1437.00,2707.00
263.00,-503.00,7991.00,-119.00,-1739.00,3013.00
-311.00,-732.00,8252.00,-189.00,-1906.00,2986.00
-487.00,-684.00,8356.00,-453.00,-2231.00,2729.00
-677.00,-985.00,8923.00,-707.00,-2325.00,2681.00
-806.00,-900.00,9321.00,-1055.00,-2457.00,2636.00
-911.00,-701.00,9481.00,-1969.00,-2794.00,2398.00
-1091.00,-961.00,9233.00,-2467.00,-2921.00,2381.00
-1174.00,-1497.00,9215.00,-3243.00,-3061.00,2482.00
-1286.00,-2887.00,9585.00,-3497.00,-2994.00,2326.00
-1589.00,-3439.00,9728.00,-3678.00,-2750.00,2050.00
-1993.00,-3359.00,9870.00,-3933.00,-1706.00,1166.00
-2285.00,-1819.00,9653.00,-3992.00,-1004.00,533.00
-1898.00,-931.00,9176.00,-3761.00,286.00,-427.00
-1060.00,141.00,8378.00,-3580.00,817.00,-502.00
-681.00,-160.00,8352.00,-3370.00,1551.00,-456.00
-240.00,-1371.00,8817.00,-3167.00,1791.00,-591.00
-301.00,-938.00,8913.00,-2855.00,2023.00,-796.00
-490.00,-526.00,8880.00,-1832.00,2608.00,-1464.00
3.00,629.00,8246.00,-1034.00,2800.00,-1939.00
575.00,534.00,8249.00,-89.00,3586.00,-2247.00
586.00,-188.00,7947.00,317.00,4004.00,-2189.00
437.00,-396.00,7942.00,638.00,4179.00,-2077.00
408.00,-449.00,8060.00,1144.00,4301.00,-1486.00
665.00,0.00,7756.00,1526.00,4367.00,-1138.00
1088.00,234.00,7669.00,2242.00,4331.00,-751.00
2182.00,-209.00,7669.00,2583.00,4198.00,-545.00
2435.00,-330.00,7511.00,2926.00,3867.00,-305.00
2556.00,-163.00,7464.00,3367.00,2509.00,180.00
2290.00,181.00,7942.00,3495.00,1773.00,399.00
1949.00,-111.00,8357.00,3637.00,719.00,793.00
865.00,-1282.00,9504.00,3560.00,410.00,981.00
237.00,-2004.00,10218.00,3366.00,208.00,1191.00
-223.00,-2784.00,10848.00,2852.00,95.00,1599.00
-339.00,-3422.00,10960.00,2429.00,182.00,1705.00
-421.00,-3441.00,10844.00,990.00,389.00,1654.00
-446.00,-2339.00,9871.00,414.00,283.00,1542.00
-288.00,-1413.00,9142.00,-173.00,-204.00,1599.00
54.00,-359.00,8172.00,-307.00,-440.00,1880.00
141.00,-355.00,8157.00,-392.00,-693.00,2274.00
17.00,-583.00,8393.00,-590.00,-1272.00,2913.00
-834.00,-1140.00,8928.00,-764.00,-1470.00,2973.00
-1580.00,-1322.00,8946.00,-1250.00,-1233.00,2850.00
-3486.00,-1944.00,8903.00,-1626.00,-924.00,2755.00
-4371.00,-2255.00,9099.00,-2049.00,-796.00,2509.00
-4734.00,-2411.00,9185.00,-2608.00,-962.00,1802.00
-5336.00,-2349.00,9157.00,-2728.00,-934.00,1426.00
-5667.00,-2382.00,9069.00,-2973.00,-711.00,385.00
-5277.00,-1462.00,8770.00,-3116.00,-536.00,-35.00
-4891.00,-846.00,8624.00,-3250.00,-195.00,-251.00
-4566.00,-400.00,8332.00,-3303.00,770.00,-493.00
-4259.00,-121.00,7506.00,-3143.00,1139.00,-686.00
-4163.00,-474.00,7221.00,-2657.00,1504.00,-1115.00
-3908.00,-1590.00,7079.00,-2451.00,1529.00,-1299.00
-3774.00,-1782.00,7179.00,-2294.00,1445.00,-1475.00
-3645.00,-1601.00,7247.00,-1971.00,1217.00,-1993.00
-3184.00,-945.00,7105.00,-1422.00,1219.00,-2445.00
-2974.00,-808.00,6567.00,-362.00,1492.00,-2893.00
-1986.00,-348.00,6204.00,-220.00,1592.00,-2525.00
-1614.00,177.00,6426.00,169.00,1806.00,-1720.00
-1405.00,192.00,7143.00,615.00,1836.00,-1697.00
-1419.00,-188.00,7547.00,1067.00,1867.00,-1753.00
-1557.00,-568.00,7902.00,1611.00,2037.00,-1551.00
-1428.00,-309.00,8127.00,1784.00,2057.00,-1388.00
-829.00,391.00,8203.00,2392.00,2075.00,-1296.00
-361.00,1226.00,8120.00,2869.00,2172.00,-1368.00
-395.00,584.00,8027.00,3275.00,2087.00,-1392.00
-190.00,-113.00,8201.00,3644.00,1031.00,-1030.00
287.00,-892.00,8841.00,3695.00,622.00,-692.00
277.00,-1295.00,8997.00,3739.00,454.00,49.00
223.00,-1807.00,9363.00,3667.00,372.00,453.00
-63.00,-2065.00,9604.00,3499.00,286.00,888.00
-354.00,-2327.00,9782.00,3004.00,-120.00,1447.00
-369.00,-2471.00,9880.00,2692.00,-358.00,1502.00
-501.00,-2145.00,9716.00,1974.00,-203.00,1755.00
-1245.00,-1044.00,9013.00,1577.00,-68.00,2035.00
-1403.00,-687.00,8635.00,1220.00,-165.00,2305.00
-1160.00,-389.00,8402.00,685.00,-1087.00,2582.00
-279.00,34.00,8654.00,453.00,-1533.00,2624.00
-360.00,-15.00,8761.00,16.00,-2055.00,2743.00
-645.00,-364.00,9115.00,-210.00,-2225.00,2860.00
-859.00,-562.00,9238.00,-708.00,-2446.00,2902.00
-1236.00,-589.00,9295.00,-977.00,-2587.00,2797.00
-1188.00,-481.00,9354.00,-1242.00,-2776.00,2649.00
-898.00,-449.00,9537.00,-1868.00,-3065.00,2586.00
-424.00,-1276.00,10507.00,-2269.00,-3017.00,2764.00
-369.00,-1826.00,10809.00,-2985.00,-2821.00,2984.00
-932.00,-2215.00,10372.00,-3255.00,-2804.00,2820.00
-1275.00,-2310.00,9934.00,-3494.00,-2821.00,2480.00
-1489.00,-2312.00,9656.00,-3757.00,-2639.00,1460.00
-2238.00,-1762.00,9272.00,-3727.00,-2285.00,849.00
-2765.00,-1345.00,9105.00,-3553.00,-1106.00,-152.00
-3287.00,-750.00,8576.00,-3439.00,-354.00,-420.00
-3532.00,-694.00,8210.00,-3173.00,1119.00,-756.00
-3752.00,-566.00,7914.00,-2975.00,1688.00,-1064.00
-4118.00,285.00,7863.00,-2714.00,2255.00,-1439.00
-4509.00,838.00,8125.00,-2038.00,3637.00,-1864.00
-3690.00,1121.00,8571.00,-1642.00,4457.00,-1924.00
-2337.00,646.00,8555.00,-973.00,5890.00,-1760.00
157.00,-1434.00,8650.00,-586.00,5991.00,-1649.00
1078.00,-976.00,8232.00,73.00,5611.00,-1642.00
1381.00,27.00,7775.00,1138.00,4458.00,-1698.00
749.00,1180.00,7393.00,1582.00,3995.00,-1631.00
560.00,1701.00,7238.00,2596.00,3117.00,-1185.00
1679.00,944.00,8311.00,2972.00,2753.00,-916.00
2200.00,-156.00,9094.00,3281.00,2471.00,-595.00
2469.00,-1010.00,9744.00,3561.00,1792.00,242.00
1848.00,-1178.00,10502.00,3463.00,1334.00,580.00
1153.00,-1092.00,10654.00,3153.00,379.00,859.00
170.00,-858.00,10147.00,3029.00,35.00,942.00
-144.00,-824.00,9789.00,2897.00,-44.00,1110.00
-477.00,-999.00,9462.00,2731.00,381.00,1514.00
-670.00,-1608.00,9054.00,2621.00,530.00,1662.00
-546.00,-1953.00,9022.00,2009.00,391.00,1868.00
-588.00,-2290.00,8978.00,1617.00,49.00,1845.00
-555.00,-1965.00,8742.00,1229.00,-469.00,1765.00
-268.00,-1338.00,8428.00,383.00,-1469.00,1767.00
-157.00,-797.00,8082.00,-50.00,-1667.00,2047.00
-146.00,-1128.00,8124.00,-716.00,-2024.00,2588.00
-39.00,-2044.00,8742.00,-893.00,-2272.00,2650.00
-364.00,-2069.00,9047.00,-1022.00,-2482.00,2586.00
-786.00,-1880.00,9174.00,-1512.00,-2951.00,2187.00
-1707.00,-1327.00,9534.00,-1939.00,-3167.00,1989.00
-2300.00,-890.00,9815.00,-2676.00,-3229.00,1854.00
-3058.00,-293.00,9853.00,-2817.00,-3018.00,1835.00
-3228.00,-392.00,9580.00,-2861.00,-2277.00,1611.00
-3165.00,-1252.00,9306.00,-2922.00,-1887.00,1403.00
-3016.00,-1856.00,9411.00,-3024.00,-1495.00,1201.00
-2800.00,-2367.00,9460.00,-3199.00,-764.00,769.00
-2635.00,-2444.00,9097.00,-3247.00,-463.00,502.00
-2779.00,-1968.00,8766.00,-3308.00,-31.00,-27.00
-2856.00,-790.00,8264.00,-3290.00,158.00,-240.00
-2728.00,-537.00,8137.00,-3227.00,325.00,-398.00
-2416.00,-639.00,8080.00,-3067.00,351.00,-645.00
-884.00,-829.00,7855.00,-2956.00,292.00,-753.00
162.00,-508.00,7543.00,-2376.00,567.00,-1088.00
502.00,-1937.00,7324.00,-1655.00,658.00,-1530.00
506.00,-1883.00,7032.00,-946.00,511.00,-1850.00
591.00,-2156.00,7090.00,-716.00,160.00,-1619.00
301.00,-3267.00,7830.00,-720.00,143.00,-1422.00
-25.00,-3285.00,7901.00,17.00,599.00,-1119.00
9.00,-2169.00,7238.00,178.00,946.00,-1358.00
324.00,-2181.00,7362.00,126.00,1224.00,-1825.00
814.00,-2068.00,7599.00,586.00,1912.00,-2089.00
1444.00,-1033.00,7595.00,1066.00,2482.00,-1797.00
1162.00,-685.00,7211.00,1841.00,3116.00,-1543.00
1390.00,-421.00,6975.00,2082.00,2903.00,-1501.00
1976.00,-320.00,7195.00,2320.00,2595.00,-1401.00
2261.00,-393.00,7385.00,2850.00,2219.00,-1244.00
2083.00,-560.00,7858.00,3064.00,1974.00,-1205.00
2208.00,-326.00,8187.00,3359.00,1450.00,-958.00
2847.00,478.00,8700.00,3487.00,1273.00,-726.00
3401.00,704.00,8868.00,3766.00,1035.00,-179.00
4023.00,31.00,9275.00,3922.00,950.00,30.00
4091.00,-522.00,9624.00,4010.00,816.00,225.00
4085.00,-1086.00,10063.00,3768.00,588.00,906.00
3100.00,-2688.00,11053.00,3374.00,540.00,1391.00
2642.00,-3427.00,11306.00,2187.00,271.00,2303.00
1730.00,-3272.00,10948.00,1557.00,32.00,2483.00
998.00,-2514.00,10254.00,945.00,-307.00,2494.00
672.00,-1423.00,9430.00,2.00,-1213.00,2497.00
622.00,243.00,8204.00,-249.00,-1487.00,2616.00
725.00,478.00,7981.00,-485.00,-1549.00,3078.00
424.00,-11.00,7832.00,-575.00,-1414.00,3269.00
-179.00,-557.00,7674.00,-703.00,-1300.00,3336.00
-700.00,-940.00,7574.00,-1166.00,-1540.00,2955.00
-804.00,-1519.00,8335.00,-1560.00,-1732.00,2650.00
-854.00,-2124.00,9197.00,-2505.00,-1691.00,2395.00
-1352.00,-3305.00,10461.00,-2956.00,-1665.00,2390.00
-1304.00,-3220.00,10638.00,-3325.00,-1747.00,2357.00
-924.00,-2544.00,10407.00,-3497.00,-1761.00,1957.00
-756.00,-956.00,9345.00,-3427.00,-1536.00,1512.00
-1351.00,-755.00,8989.00,-3414.00,-1099.00,513.00
-2597.00,-1185.00,8893.00,-3456.00,-924.00,153.00
-3034.00,-1705.00,9080.00,-3636.00,-170.00,-257.00
-2638.00,-2431.00,9395.00,-3692.00,445.00,-367.00
-2131.00,-2138.00,9394.00,-3597.00,1127.00,-592.00
-1725.00,-1334.00,9162.00,-2759.00,2321.00,-1644.00
-1182.00,273.00,8358.00,-2180.00,2857.00,-2254.00
-1145.00,55.00,8151.00,-1282.00,3671.00,-2862.00
-353.00,-1226.00,8704.00,-1005.00,3899.00,-2755.00
388.00,-1541.00,9103.00,-747.00,4073.00,-2483.00
1097.00,-1430.00,9115.00,75.00,4035.00,-2146.00
1455.00,-676.00,8158.00,382.00,3855.00,-1948.00
1243.00,-601.00,7867.00,716.00,3800.00,-575.00
372.00,2.00,7510.00,940.00,3859.00,160.00
387.00,155.00,7431.00,1204.00,3764.00,650.00
928.00,54.00,7421.00,1859.00,3044.00,1108.00
1998.00,174.00,7770.00,2282.00,2584.00,1277.00
2357.00,651.00,7730.00,3161.00,1684.00,1571.00
2652.00,1092.00,7816.00,3489.00,1290.00,1670.00
2508.00,1021.00,8098.00,3765.00,934.00,1721.00
2200.00,837.00,8383.00,4072.00,206.00,1867.00
1719.00,-290.00,9088.00,4034.00,-180.00,2074.00
1370.00,-1366.00,9708.00,3598.00,-699.00,2632.00
-189.00,-3858.00,11298.00,3284.00,-881.00,2793.00
-1064.00,-4645.00,11438.00,2903.00,-1097.00,2777.00
-1818.00,-5406.00,11326.00,1280.00,-1414.00,2470.00
-2742.00,-5612.00,10900.00,349.00,-1495.00,2322.00
-2535.00,-4363.00,10142.00,-1014.00,-1673.00,2013.00
-1701.00,-1955.00,9009.00,-1377.00,-1750.00,1905.00
-1378.00,-1253.00,8843.00,-1551.00,-1690.00,1773.00
-1955.00,-1862.00,8938.00,-1809.00,-1530.00,1758.00
-2449.00,-2514.00,9251.00,-2258.00,-1404.00,1804.00
-2874.00,-2988.00,9494.00,-3276.00,-1361.00,1723.00
-3419.00,-3191.00,9308.00,-3701.00,-1471.00,1518.00
-3323.00,-2821.00,9134.00,-4134.00,-1673.00,898.00
-3243.00,-1413.00,8724.00,-3993.00,-1562.00,432.00
-3749.00,-841.00,8059.00,-3570.00,-1293.00,-107.00
-4556.00,-593.00,7219.00,-2560.00,-592.00,-1315.00
-5683.00,-913.00,6579.00,-2269.00,-269.00,-1941.00
-5383.00,-1277.00,6942.00,-1990.00,618.00,-2675.00
-3928.00,-1337.00,8325.00,-1896.00,1178.00,-2857.00
-3350.00,-626.00,8710.00,-1750.00,1714.00,-3088.00
-2772.00,95.00,8729.00,-1217.00,2477.00,-3713.00
-1755.00,683.00,8206.00,-921.00,2761.00,-3768.00
-1372.00,942.00,7953.00,-373.00,3228.00,-2929.00
-910.00,1813.00,8515.00,-38.00,3343.00,-2484.00
-437.00,2237.00,8799.00,752.00,3388.00,-1917.00
34.00,2354.00,8722.00,1153.00,3426.00,-1582.00
791.00,2372.00,8304.00,1614.00,3344.00,-1267.00
1137.00,2218.00,8035.00,2762.00,2746.00,-945.00
1180.00,1890.00,8161.00,3296.00,2321.00,-798.00
1089.00,1814.00,8468.00,4033.00,1677.00,-259.00
1329.00,1151.00,9320.00,4227.00,1496.00,59.00
1633.00,165.00,9922.00,4282.00,1358.00,398.00
1776.00,-1156.00,10670.00,3932.00,955.00,1096.00
1647.00,-3390.00,12010.00,3595.00,674.00,1355.00
1258.00,-4020.00,12140.00,2631.00,389.00,1798.00
-599.00,-4061.00,11181.00,1944.00,289.00,1958.00
-1239.00,-2998.00,10263.00,1257.00,42.00,1971.00
-1585.00,-1251.00,9273.00,539.00,-572.00,1721.00
-1652.00,1243.00,7501.00,550.00,-705.00,1679.00
-1416.00,1392.00,7163.00,693.00,-792.00,1891.00
-806.00,151.00,7919.00,632.00,-921.00,2077.00
-632.00,-500.00,8355.00,477.00,-1135.00,2239.00
-654.00,-942.00,8531.00,-70.00,-1683.00,2417.00
-930.00,-1288.00,8553.00,-392.00,-1973.00,2462.00
-1291.00,-1427.00,8606.00,-990.00,-2334.00,2541.00
-1980.00,-1347.00,9043.00,-1335.00,-2402.00,2474.00
-2139.00,-1483.00,9395.00,-2205.00,-2079.00,2363.00
-2111.00,-2039.00,9664.00,-2648.00,-1788.00,2402.00
-1963.00,-1853.00,9560.00,-3001.00,-1601.00,2333.00
-1901.00,-1474.00,9329.00,-3300.00,-1471.00,1654.00
-1996.00,-1352.00,8772.00,-3349.00,-1428.00,1281.00
-1997.00,-1955.00,8816.00,-3578.00,-1347.00,710.00
-2157.00,-3287.00,9338.00,-3724.00,-1346.00,348.00
-2130.00,-3244.00,9443.00,-3869.00,-1360.00,-136.00
-2025.00,-2335.00,9401.00,-3742.00,-869.00,-1362.00
-1904.00,-63.00,8011.00,-3195.00,-174.00,-2123.00
-2173.00,-295.00,7013.00,-2111.00,965.00,-3354.00
-2758.00,-2113.00,6620.00,-1992.00,1073.00,-3573.00
-3024.00,-2483.00,7057.00,-2032.00,1063.00,-3528.00
-3092.00,-2017.00,7539.00,-2060.00,1700.00,-3071.00
-2108.00,-91.00,7910.00,-1926.00,2473.00,-2833.00
-1043.00,308.00,8139.00,-1461.00,3599.00,-2651.00
711.00,227.00,8737.00,-1102.00,3671.00,-2693.00
762.00,440.00,8742.00,50.00,3509.00,-2443.00
498.00,871.00,8724.00,598.00,3531.00,-2194.00
-161.00,1047.00,8995.00,966.00,3527.00,-2047.00
-117.00,1185.00,8855.00,1475.00,3344.00,-1586.00
528.00,1329.00,8216.00,1737.00,3287.00,-1127.00
510.00,1024.00,8213.00,2310.00,3141.00,-124.00
146.00,326.00,8724.00,2557.00,2920.00,147.00
185.00,105.00,9070.00,2724.00,2653.00,320.00
381.00,-162.00,9371.00,2802.00,2088.00,679.00
559.00,-545.00,9662.00,2762.00,1783.00,898.00
466.00,-543.00,9499.00,2730.00,1257.00,1337.00
191.00,-836.00,9135.00,2711.00,1001.00,1520.00
52.00,-1060.00,9163.00,2670.00,737.00,1665.00
-40.00,-1212.00,9180.00,2505.00,303.00,1889.00
-367.00,-1314.00,9188.00,2331.00,139.00,2016.00
-468.00,-1423.00,9306.00,1746.00,-219.00,2262.00
-536.00,-1812.00,9508.00,1413.00,-440.00,2292.00
-568.00,-1826.00,9440.00,1105.00,-708.00,2251.00
-587.00,-1546.00,9166.00,522.00,-1226.00,2222.00
-615.00,-840.00,8252.00,261.00,-1452.00,2281.00
-601.00,-718.00,7936.00,-56.00,-1981.00,2355.00
-765.00,-894.00,7989.00,-200.00,-2252.00,2383.00
-937.00,-1030.00,8349.00,-415.00,-2480.00,2429.00
-1136.00,-1276.00,8838.00,-1161.00,-2757.00,2575.00
-1156.00,-1740.00,9701.00,-1664.00,-2850.00,2615.00
-1058.00,-1798.00,9734.00,-2634.00,-3077.00,2417.00
-1042.00,-2049.00,9559.00,-2995.00,-3270.00,2225.00
-770.00,-1999.00,9447.00,-3425.00,-3543.00,1862.00
-511.00,-1923.00,9423.00,-3597.00,-3521.00,1601.00
-376.00,-1978.00,9381.00,-3707.00,-3446.00,1279.00
-213.00,-2007.00,9226.00,-3667.00,-3318.00,599.00
-279.00,-1851.00,8767.00,-3593.00,-3226.00,315.00
-515.00,-1921.00,8547.00,-3388.00,-2758.00,-168.00
-1337.00,-2356.00,8206.00,-3199.00,-2381.00,-394.00
-1754.00,-2587.00,8249.00,-2996.00,-1880.00,-662.00
-1823.00,-2730.00,8466.00,-2743.00,-394.00,-1274.00
-358.00,-1525.00,8894.00,-2656.00,487.00,-1500.00
661.00,-919.00,8829.00,-2262.00,1933.00,-1757.00
2226.00,-1281.00,8683.00,-1983.00,2228.00,-1840.00
2436.00,-1604.00,8517.00,-1681.00,2257.00,-1886.00
2065.00,-1694.00,8294.00,-990.00,2419.00,-1249.00
1042.00,-1270.00,8060.00,-726.00,2671.00,-1046.00
1028.00,-1018.00,7915.00,-316.00,3247.00,-1417.00
1413.00,-951.00,7692.00,-139.00,3683.00,-1391.00
1246.00,-837.00,7471.00,354.00,4248.00,-1173.00
1073.00,-724.00,7545.00,592.00,4124.00,-1150.00
1371.00,-506.00,7756.00,861.00,3877.00,-1130.00
1783.00,-606.00,7914.00,1223.00,3528.00,-700.00
3051.00,-1940.00,8413.00,1212.00,3402.00,-166.00
3400.00,-2673.00,8500.00,911.00,3088.00,1323.00
2622.00,-2387.00,8177.00,837.00,2711.00,1783.00
1762.00,-1469.00,7742.00,931.00,2227.00,1916.00
983.00,-592.00,7130.00,1460.00,1417.00,1758.00
-196.00,411.00,6758.00,1804.00,1237.00,1598.00
-472.00,812.00,6949.00,2637.00,1211.00,1375.00
-309.00,512.00,8070.00,2939.00,1219.00,1490.00
39.00,-244.00,8665.00,3101.00,1155.00,1724.00
225.00,-1059.00,9258.00,3100.00,710.00,2084.00
192.00,-2898.00,10378.00,2922.00,343.00,2076.00
32.00,-3848.00,10832.00,2296.00,-308.00,1893.00
-707.00,-4577.00,10699.00,1860.00,-576.00,1804.00
-864.00,-3979.00,10075.00,1310.00,-846.00,1750.00
-794.00,-3190.00,9470.00,67.00,-1063.00,1918.00
-331.00,-2130.00,8552.00,-367.00,-1099.00,2019.00
-22.00,-1802.00,8410.00,-823.00,-1492.00,2108.00
343.00,-1759.00,8919.00,-978.00,-1711.00,2280.00
364.00,-1997.00,9279.00,-1214.00,-1877.00,2563.00
235.00,-2287.00,9635.00,-2048.00,-2220.00,3009.00
-442.00,-1524.00,9610.00,-2437.00,-2469.00,2895.00
-872.00,-688.00,9135.00,-2809.00,-2707.00,2289.00
-1395.00,-756.00,8587.00,-2819.00,-2517.00,2085.00
-1517.00,-2133.00,8762.00,-2852.00,-1747.00,1986.00
-1748.00,-4863.00,9365.00,-2968.00,-1493.00,1874.00
-1890.00,-5195.00,9509.00,-3146.00,-1399.00,1649.00
-2206.00,-4700.00,9451.00,-3518.00,-1376.00,968.00
-3119.00,-1944.00,8725.00,-3580.00,-1311.00,425.00
-3800.00,-602.00,7933.00,-3077.00,-506.00,-828.00
-5365.00,46.00,6339.00,-2639.00,268.00,-1180.00
-5427.00,-572.00,6398.00,-2268.00,1159.00,-1275.00
