aX,aY,aZ,gX,gY,gZ
-0.227,0.564,1.009,17.761,-18.372,54.993
-0.251,0.448,0.961,12.024,-16.235,43.762
-0.290,0.329,0.906,3.601,-15.869,40.466
-0.310,0.380,0.948,-11.780,-21.240,46.143
-0.312,0.510,1.073,-19.775,-30.640,50.110
-0.276,0.538,1.178,-11.475,-35.278,45.959
-0.266,0.573,1.285,-5.554,-34.973,38.208
-0.222,0.587,1.360,-3.479,-29.175,28.259
-0.188,0.571,1.377,-0.061,-19.714,15.564
-0.172,0.519,1.320,6.470,-7.996,2.991
-0.169,0.482,1.230,12.085,1.160,-6.592
-0.179,0.497,1.143,15.381,6.897,-13.550
-0.198,0.490,1.083,16.724,8.301,-21.423
-0.222,0.460,1.080,12.817,5.554,-28.748
-0.231,0.431,1.128,7.996,1.770,-35.583
-0.212,0.409,1.196,6.531,0.610,-42.480
-0.204,0.378,1.237,7.629,3.235,-48.523
-0.190,0.324,1.250,11.230,8.423,-53.955
-0.187,0.258,1.217,17.151,14.160,-60.303
-0.186,0.189,1.173,22.888,20.081,-64.758
-0.185,0.125,1.133,26.123,24.902,-66.650
-0.190,0.127,1.109,27.649,27.222,-64.697
-0.182,0.165,1.065,32.410,28.992,-62.073
-0.208,0.222,1.019,36.011,29.053,-60.791
-0.211,0.275,0.975,32.104,28.442,-62.073
-0.224,0.302,0.955,19.714,25.757,-65.369
-0.242,0.307,0.972,3.845,21.118,-69.580
-0.246,0.301,0.998,-10.620,18.555,-73.914
-0.248,0.305,1.030,-23.804,17.273,-78.552
-0.252,0.346,1.056,-32.593,17.212,-83.862
-0.255,0.383,1.066,-34.363,18.799,-90.942
-0.266,0.396,1.052,-31.433,22.034,-99.548
-0.285,0.394,1.024,-27.039,25.330,-108.459
-0.291,0.359,0.989,-21.851,28.198,-116.333
-0.325,0.323,0.950,-17.517,28.931,-122.620
-0.336,0.290,0.904,-12.207,31.006,-127.380
-0.354,0.275,0.873,-7.446,30.273,-130.798
-0.367,0.271,0.846,-2.869,28.625,-132.690

-0.405,0.841,1.309,13.184,-20.447,145.142
-0.336,0.853,1.305,22.339,-19.836,124.084
-0.315,0.796,1.229,29.114,-13.916,101.685
-0.276,0.699,1.104,30.029,-4.456,81.665
-0.281,0.590,0.988,24.902,-1.404,66.589
















-0.677,0.632,1.291,20.264,56.763,-98.572
-0.699,0.689,1.281,21.667,63.416,-105.408
-0.724,0.730,1.257,22.278,69.763,-114.441
-0.741,0.771,1.217,21.118,75.500,-125.977
-0.754,0.790,1.151,19.409,80.872,-140.320
-0.761,0.807,1.060,16.418,83.191,-156.494
-0.770,0.842,0.980,7.019,84.290,-171.875
-0.766,0.817,0.928,-9.338,83.618,-186.951
-0.761,0.741,0.929,-28.015,81.787,-203.430
-0.767,0.642,0.975,-41.443,79.590,-218.018
-0.763,0.500,1.030,-37.415,78.186,-233.765
-0.721,0.385,1.080,-17.212,77.942,-248.840
-0.692,0.340,1.058,6.775,82.397,-262.634
-0.672,0.326,0.954,23.926,90.210,-275.085
-0.716,0.265,0.810,21.790,97.290,-285.706
-0.793,0.158,0.707,-0.427,100.647,-293.274
-0.862,-0.017,0.713,-31.372,97.839,-296.631
-0.935,-0.202,0.810,-54.810,89.050,-298.706
-0.938,-0.409,0.925,-54.504,80.261,-303.589
-0.923,-0.621,0.971,-34.058,74.036,-307.861
-0.868,-0.787,0.944,-11.047,72.571,-305.237
-0.785,-0.812,0.840,-1.526,73.303,-294.373
-0.716,-0.796,0.733,-6.836,72.021,-280.396
-0.657,-0.752,0.653,-22.705,67.749,-266.174
-0.609,-0.716,0.595,-43.518,60.730,-253.296
-0.568,-0.715,0.606,-62.317,50.476,-241.638
-0.597,-0.721,0.646,-70.557,36.682,-231.506
-0.614,-0.817,0.691,-58.472,20.630,-225.830
-0.610,-0.999,0.775,-37.048,8.179,-222.046
-0.548,-1.135,0.901,-19.409,1.282,-214.355
-0.465,-1.191,0.956,-5.676,0.671,-202.454
-0.402,-1.214,0.944,5.371,5.066,-188.171
-0.332,-1.196,0.863,13.306,10.254,-174.744
-0.285,-1.176,0.776,15.198,13.000,-161.682
-0.261,-1.161,0.705,11.292,11.780,-148.499
-0.225,-1.161,0.682,4.761,7.690,-133.240
-0.195,-1.146,0.707,-1.038,0.427,-117.310
-0.186,-1.122,0.776,-8.179,-7.568,-99.365
-0.143,-1.070,0.905,-16.724,-13.855,-83.008
-0.117,-1.008,1.013,-19.409,-15.076,-71.045
-0.084,-0.998,1.052,-13.550,-10.010,-61.401
-0.059,-0.949,1.044,-7.202,-3.296,-52.246
-0.044,-0.876,1.010,-1.587,3.235,-43.945
-0.027,-0.836,0.973,7.202,8.972,-38.269
-0.031,-0.799,0.935,16.235,12.207,-34.363
-0.020,-0.762,0.901,25.879,13.000,-31.677
-0.018,-0.769,0.868,36.804,12.939,-29.907
-0.008,-0.820,0.843,44.678,12.268,-27.039
-0.005,-0.891,0.809,48.035,10.925,-22.461
0.007,-0.947,0.781,47.668,9.521,-15.320
0.026,-0.994,0.760,43.213,9.460,-6.897
0.034,-1.014,0.727,34.912,8.362,2.991
0.035,-1.001,0.713,25.696,7.019,14.832
0.040,-0.983,0.706,20.386,6.042,25.757
0.033,-0.921,0.712,15.564,3.906,37.170
0.019,-0.849,0.729,10.254,1.160,48.462
0.001,-0.776,0.759,5.920,-1.892,56.519
-0.008,-0.748,0.777,7.080,-5.005,60.486
-0.016,-0.762,0.798,10.132,-8.667,62.988
-0.023,-0.805,0.830,11.108,-12.207,65.674
-0.010,-0.841,0.856,14.282,-15.015,68.665
0.026,-0.870,0.871,21.729,-16.785,71.960
0.047,-0.874,0.874,28.931,-16.846,77.271
0.049,-0.823,0.854,34.485,-15.503,85.571
0.041,-0.724,0.837,36.072,-15.198,95.764
0.029,-0.612,0.864,32.104,-18.066,104.980
0.017,-0.524,0.921,25.696,-21.423,111.572
0.022,-0.460,0.970,22.095,-22.217,114.136
0.035,-0.434,0.989,19.897,-19.836,113.342
0.025,-0.446,0.969,15.198,-14.526,110.962
-0.000,-0.483,0.882,10.803,-8.240,106.934
-0.037,-0.502,0.771,6.470,-4.211,105.164
-0.081,-0.537,0.686,2.014,-3.845,105.408
-0.131,-0.582,0.630,1.160,-6.897,108.398
-0.158,-0.566,0.630,3.906,-13.733,115.356
-0.192,-0.500,0.687,4.822,-23.193,123.291
-0.194,-0.461,0.771,6.165,-30.701,128.540
-0.169,-0.461,0.859,7.996,-34.424,129.211
-0.166,-0.544,0.877,9.521,-33.997,126.831
-0.184,-0.661,0.843,8.484,-30.518,125.671
-0.221,-0.769,0.768,3.845,-26.062,126.221
-0.287,-0.881,0.671,-2.258,-21.667,132.080
-0.384,-0.918,0.606,-12.146,-21.729,146.667
-0.454,-0.808,0.615,-23.071,-28.320,165.710
-0.489,-0.676,0.675,-26.062,-37.903,180.420
-0.499,-0.625,0.756,-17.151,-46.387,188.782
-0.494,-0.577,0.873,-4.333,-53.894,194.641
-0.481,-0.547,1.002,9.583,-59.021,198.364
-0.461,-0.520,1.074,26.428,-58.289,200.439
-0.466,-0.503,1.049,40.222,-51.758,200.806
-0.495,-0.508,0.967,43.762,-42.725,200.195
-0.584,-0.497,0.846,34.668,-34.851,203.857
-0.653,-0.417,0.794,16.785,-33.264,213.196
-0.690,-0.264,0.827,-3.418,-37.903,222.412
-0.687,-0.172,0.926,-12.085,-44.189,225.647
-0.654,-0.135,1.039,-6.226,-48.767,224.670
-0.600,-0.086,1.104,8.301,-48.401,221.619
-0.545,-0.026,1.045,24.048,-43.213,217.041
-0.587,0.033,0.917,22.461,-36.011,213.562
-0.737,0.097,0.876,-6.042,-32.959,214.417
-0.833,0.193,1.021,-49.194,-36.682,220.581
-0.950,0.223,1.273,-83.069,-44.006,229.126
-1.019,0.220,1.686,-92.163,-47.241,234.863
-0.888,0.293,2.133,-58.716,-38.757,227.905
-0.639,0.385,2.387,5.371,-16.357,210.388
-0.356,0.489,2.295,68.909,1.404,188.416
-0.188,0.611,1.922,98.816,14.343,165.100
-0.172,0.807,1.475,90.210,32.166,145.569
-0.113,0.902,1.006,75.439,44.861,128.906
-0.111,0.814,0.548,64.575,46.326,111.633
-0.129,0.657,0.215,47.729,37.842,97.656
-0.100,0.600,0.106,21.118,16.724,96.436
-0.099,0.720,0.293,-7.385,-12.085,104.858
-0.086,0.819,0.580,-21.851,-34.790,107.910
-0.049,0.807,0.830,-17.456,-48.218,99.426
-0.095,0.778,0.949,-11.230,-55.054,85.449
-0.032,0.663,1.019,-10.620,-50.232,69.702
-0.075,0.524,1.010,-18.127,-46.326,52.002
-0.101,0.380,0.995,-32.349,-38.452,40.466

-0.439,0.718,1.355,-7.751,-53.162,164.978
-0.387,0.638,1.331,2.136,-46.326,151.306
-0.333,0.521,1.254,12.146,-37.292,136.475
-0.294,0.436,1.166,14.526,-28.992,125.244
-0.297,0.411,1.076,11.536,-22.400,117.493
-0.327,0.401,1.002,5.920,-20.081,112.854
-0.355,0.522,1.051,-6.409,-26.306,111.206
-0.333,0.594,1.160,-13.855,-31.616,105.408
-0.310,0.568,1.250,-11.658,-33.936,93.933
-0.286,0.505,1.285,-7.019,-32.715,81.970
-0.246,0.451,1.255,-0.122,-27.649,71.289
-0.201,0.380,1.193,8.240,-22.888,60.364
-0.158,0.297,1.132,12.512,-18.799,51.819
-0.138,0.231,1.092,11.902,-14.771,45.349
-0.131,0.187,1.042,10.010,-11.475,39.551
-0.156,0.146,0.987,7.263,-9.827,35.828
-0.160,0.178,1.004,-3.174,-11.597,35.400
-0.155,0.195,1.065,-13.245,-14.343,33.447
-0.135,0.173,1.116,-15.930,-14.587,28.748
-0.103,0.164,1.140,-14.771,-12.634,23.315
-0.070,0.143,1.116,-11.230,-8.423,17.578
-0.048,0.104,1.058,-7.263,-3.967,12.085
-0.037,0.078,1.001,-6.714,-1.282,8.362
-0.034,0.053,0.968,-7.446,-0.366,5.676
-0.037,0.035,0.958,-8.606,-0.427,4.211
-0.040,0.030,0.960,-8.972,-0.488,2.747
-0.054,0.038,0.957,-8.789,-1.221,1.038
-0.053,0.043,0.954,-8.057,-1.343,-0.977
-0.055,0.046,0.949,-7.568,-1.526,-3.418
-0.062,0.047,0.943,-7.080,-1.099,-5.798
-0.073,0.051,0.942,-6.348,-0.854,-8.057
-0.089,0.078,0.961,-6.531,-1.038,-9.521
-0.104,0.101,0.983,-5.859,-1.221,-11.902
-0.118,0.137,1.007,-3.662,-0.854,-14.343
-0.129,0.186,1.044,-2.441,0.000,-16.968
-0.135,0.212,1.058,0.122,1.465,-21.179
-0.148,0.237,1.058,1.160,3.113,-25.940
-0.162,0.254,1.052,0.671,4.761,-30.823
-0.171,0.269,1.055,-0.854,5.798,-35.950
-0.191,0.283,1.055,-2.563,7.446,-40.222
-0.208,0.297,1.046,-4.211,9.583,-44.739
-0.227,0.324,1.032,-7.202,11.536,-49.255
-0.260,0.349,1.016,-9.949,12.939,-52.979
-0.286,0.385,1.018,-11.414,13.123,-56.763
-0.305,0.455,1.045,-13.672,12.268,-61.340
-0.338,0.511,1.077,-14.465,12.024,-66.711
-0.340,0.536,1.113,-11.169,13.123,-75.073
-0.350,0.539,1.112,-4.944,15.015,-85.510
-0.347,0.524,1.088,-0.366,18.127,-95.032
-0.370,0.522,1.043,-0.366,20.264,-102.661
-0.380,0.517,0.998,-2.136,21.545,-110.657
-0.384,0.507,0.976,-4.578,20.386,-118.347
-0.403,0.502,0.971,-8.972,18.005,-124.268
-0.423,0.497,0.999,-13.428,15.442,-129.883
-0.439,0.474,1.039,-14.893,13.550,-136.169
-0.467,0.432,1.091,-13.672,12.451,-143.677
-0.479,0.397,1.121,-11.230,13.245,-151.489
-0.485,0.372,1.133,-8.362,14.587,-158.508
-0.496,0.346,1.133,-6.165,16.296,-164.734
-0.500,0.328,1.139,-5.737,18.555,-171.204
-0.512,0.321,1.141,-7.141,20.752,-176.758
-0.552,0.308,1.145,-10.437,23.010,-182.068
-0.619,0.259,1.135,-13.367,25.208,-188.904
-0.650,0.187,1.142,-13.489,25.879,-196.411
-0.664,0.116,1.153,-12.390,25.940,-203.369
-0.649,0.058,1.128,-10.132,27.100,-209.229
-0.597,0.037,1.084,-7.019,29.297,-214.172
-0.556,0.023,1.028,-4.150,31.921,-218.506
-0.536,-0.050,0.927,-2.747,34.973,-222.107
-0.538,-0.114,0.857,-5.371,33.875,-224.854
-0.550,-0.210,0.806,-5.127,30.579,-227.173
-0.576,-0.359,0.792,-4.272,26.184,-227.783
-0.579,-0.486,0.845,-6.348,21.729,-225.281
-0.541,-0.593,0.917,-6.348,18.005,-221.375
-0.481,-0.688,0.951,-4.028,18.066,-218.201
-0.404,-0.758,0.927,-1.709,22.583,-214.539
-0.338,-0.835,0.846,1.038,28.076,-211.487
-0.299,-0.922,0.725,4.578,32.715,-208.069
-0.300,-1.003,0.591,6.042,33.752,-202.515
-0.300,-1.114,0.511,4.517,28.076,-194.092
-0.305,-1.211,0.522,-0.916,16.418,-181.885
-0.323,-1.259,0.630,-6.897,1.953,-165.039
-0.272,-1.288,0.810,-6.287,-10.254,-150.452
-0.212,-1.300,0.968,1.160,-16.113,-137.329
-0.156,-1.276,1.034,10.193,-13.306,-124.146
-0.113,-1.198,1.032,15.625,-6.165,-111.084
-0.076,-1.103,0.989,18.066,1.526,-99.854
-0.066,-1.017,0.924,17.456,7.751,-90.149
-0.057,-0.959,0.890,13.550,10.254,-81.909
-0.053,-0.903,0.882,9.521,9.583,-74.158
-0.049,-0.854,0.893,7.324,7.507,-66.711
-0.038,-0.809,0.913,9.216,5.127,-60.791
-0.031,-0.784,0.912,13.916,3.540,-55.969
-0.020,-0.767,0.906,18.616,2.502,-50.476
-0.002,-0.733,0.913,21.729,1.648,-44.434
0.031,-0.693,0.943,22.461,1.892,-38.513
0.055,-0.638,0.958,20.813,4.272,-33.264
0.057,-0.606,0.938,19.592,8.057,-29.297
0.055,-0.583,0.908,19.043,11.902,-26.184
0.055,-0.553,0.881,17.944,13.733,-22.583
0.056,-0.546,0.861,18.311,13.733,-20.264
0.063,-0.554,0.847,18.921,13.184,-18.372
0.069,-0.573,0.836,19.531,11.475,-15.747
0.076,-0.593,0.828,20.203,9.644,-12.573
0.085,-0.612,0.821,20.630,7.751,-8.728
0.087,-0.629,0.826,19.653,5.920,-3.967
0.091,-0.639,0.845,17.883,4.456,0.427
0.087,-0.637,0.852,15.442,3.845,5.188
0.079,-0.626,0.852,13.489,3.601,9.399
0.075,-0.629,0.848,12.268,2.808,12.329
0.065,-0.647,0.840,10.559,1.831,15.015
0.058,-0.673,0.830,7.629,0.244,18.616
0.056,-0.693,0.818,3.357,-1.221,23.071
0.056,-0.701,0.816,-1.038,-3.235,28.503
0.054,-0.698,0.823,-3.967,-5.493,34.363
0.055,-0.692,0.849,-5.676,-7.568,40.161
0.061,-0.677,0.884,-6.042,-8.972,45.532
0.050,-0.656,0.904,-3.967,-8.789,50.598
0.038,-0.649,0.909,0.488,-7.812,54.199

-0.492,-1.323,0.884,-25.330,-34.363,164.612
-0.497,-1.323,0.914,-36.682,-32.776,179.199
-0.495,-1.272,0.906,-41.626,-27.527,195.190
-0.532,-1.200,0.821,-39.490,-20.752,210.693
-0.600,-1.086,0.705,-34.363,-15.320,227.173
-0.661,-0.917,0.606,-29.419,-16.296,244.202
-0.724,-0.689,0.575,-26.978,-23.499,261.108
-0.758,-0.445,0.646,-26.733,-33.997,274.780
-0.755,-0.243,0.768,-23.865,-43.701,281.494
-0.729,-0.070,0.896,-19.653,-47.180,282.715
-0.738,0.029,0.940,-11.658,-44.617,279.053
-0.740,0.058,0.932,-1.770,-39.001,270.691
-0.754,0.131,0.889,2.991,-33.569,265.930
-0.738,0.288,0.894,-0.671,-30.762,265.259
-0.754,0.437,0.912,-2.625,-30.457,260.254
-0.687,0.547,0.959,-1.526,-30.762,252.869
-0.681,0.682,1.030,-2.014,-34.485,245.300
-0.643,0.737,1.099,2.991,-32.532,233.032
-0.569,0.702,1.118,18.494,-29.419,217.529
-0.525,0.646,1.072,30.884,-24.414,203.796
-0.520,0.605,1.011,33.020,-19.226,192.749
-0.535,0.604,0.966,27.832,-15.930,185.181
-0.569,0.669,0.966,15.747,-15.198,179.321
-0.600,0.775,0.999,5.066,-17.700,172.974
-0.588,0.896,1.110,-2.258,-23.621,165.710
-0.523,0.960,1.235,-2.136,-28.503,153.687
-0.454,0.970,1.309,7.385,-28.137,137.756
-0.412,0.924,1.318,22.766,-23.804,120.483
-0.355,0.836,1.270,37.415,-16.968,102.783
-0.320,0.731,1.176,45.898,-10.132,87.463
-0.308,0.649,1.089,44.067,-5.676,77.209
-0.307,0.586,1.014,36.072,-3.174,68.665
-0.322,0.544,0.958,26.794,-2.930,61.096
-0.315,0.527,0.937,15.747,-6.104,54.138
-0.303,0.499,0.966,4.639,-11.658,47.546
-0.261,0.447,1.029,-1.953,-17.334,39.429
-0.219,0.385,1.081,-3.601,-20.752,31.860
-0.192,0.335,1.110,-4.456,-21.118,25.513
-0.177,0.286,1.119,-5.432,-19.531,20.020
-0.166,0.248,1.114,-7.446,-16.602,15.137
-0.171,0.225,1.095,-10.437,-13.306,10.437
-0.184,0.211,1.082,-12.634,-10.864,6.042
-0.196,0.218,1.087,-13.672,-10.437,2.258
-0.207,0.248,1.121,-15.015,-11.047,-1.526
-0.197,0.253,1.155,-12.756,-9.949,-6.653
-0.178,0.238,1.172,-8.240,-7.446,-13.123
-0.173,0.225,1.158,-5.188,-4.150,-18.677
-0.172,0.225,1.126,-3.662,-0.061,-22.827
-0.173,0.224,1.091,-2.197,3.357,-26.917
-0.175,0.239,1.067,-1.587,6.165,-30.884
-0.173,0.279,1.064,-1.770,8.545,-34.424
-0.182,0.310,1.062,-1.099,10.132,-39.307
-0.202,0.335,1.057,-0.122,12.146,-44.189
-0.226,0.342,1.068,-0.916,13.611,-49.377
-0.255,0.345,1.081,-1.953,14.648,-54.565
-0.274,0.337,1.086,-2.075,16.602,-60.303
-0.290,0.326,1.083,-0.305,18.127,-66.711
-0.306,0.318,1.070,2.380,20.752,-72.693
-0.320,0.316,1.043,5.798,23.437,-78.369
-0.332,0.334,1.011,7.080,25.757,-83.313
-0.340,0.365,0.980,6.287,27.649,-87.952
-0.345,0.383,0.950,4.333,28.564,-93.384
-0.356,0.396,0.922,1.709,28.870,-98.755
-0.368,0.396,0.900,0.427,28.015,-104.797
-0.364,0.381,0.887,1.221,26.184,-111.755
-0.363,0.362,0.891,2.625,24.048,-117.920
-0.358,0.368,0.910,3.174,22.278,-122.437
-0.354,0.382,0.925,2.991,21.362,-126.343
-0.349,0.421,0.938,1.831,21.790,-130.676
-0.362,0.473,0.938,-0.610,22.339,-135.864
-0.374,0.505,0.938,-3.845,22.949,-142.761
-0.426,0.497,0.938,-6.897,22.217,-150.879
-0.494,0.426,0.971,-6.897,20.020,-159.302
-0.518,0.343,1.030,-3.296,17.273,-168.152
-0.546,0.270,1.077,1.831,14.709,-174.988
-0.539,0.227,1.121,5.798,15.137,-179.687
-0.537,0.215,1.133,7.019,17.212,-183.472
-0.529,0.224,1.132,4.700,21.118,-186.829
-0.517,0.233,1.136,-0.061,24.353,-190.979
-0.500,0.227,1.129,-3.052,28.809,-196.045
-0.496,0.209,1.092,-3.723,34.058,-201.721
-0.501,0.185,1.039,-1.770,38.330,-206.787
-0.502,0.171,0.984,2.014,40.588,-211.060
-0.509,0.140,0.926,7.507,40.710,-215.271
-0.528,0.106,0.879,11.536,40.100,-218.689
-0.547,0.062,0.827,12.329,37.842,-222.290
-0.591,-0.036,0.777,12.268,34.851,-226.746
-0.601,-0.159,0.745,11.169,29.419,-230.408
-0.624,-0.295,0.743,11.047,21.912,-232.056
-0.599,-0.453,0.816,13.611,14.954,-233.154
-0.572,-0.560,0.882,16.724,11.963,-231.689
-0.573,-0.645,0.901,19.165,14.038,-228.271
-0.582,-0.750,0.883,22.156,18.799,-225.830
-0.587,-0.859,0.844,24.292,23.621,-223.083
-0.569,-0.985,0.764,26.550,26.794,-220.337
-0.560,-1.146,0.654,28.259,28.381,-215.515
-0.561,-1.306,0.552,26.794,25.085,-206.055
-0.533,-1.429,0.510,21.667,15.808,-191.895
-0.491,-1.501,0.552,14.099,3.113,-173.950
-0.467,-1.537,0.687,5.981,-7.690,-153.198
-0.398,-1.507,0.872,2.197,-13.489,-133.484
-0.357,-1.416,0.992,4.944,-12.329,-115.295
-0.311,-1.314,1.010,10.864,-5.981,-99.548
-0.283,-1.216,0.988,15.381,-1.221,-88.196
-0.225,-1.152,0.960,17.273,2.563,-80.750
-0.170,-1.118,0.928,14.221,4.883,-73.792
-0.131,-1.087,0.894,7.935,6.042,-65.857
-0.100,-1.046,0.872,3.235,6.104,-56.641
-0.076,-1.003,0.868,2.441,5.249,-47.974
-0.052,-0.964,0.878,4.883,4.211,-39.978
-0.030,-0.893,0.911,7.629,4.028,-31.555
-0.014,-0.817,0.946,9.094,4.944,-23.193
-0.003,-0.726,0.967,9.949,7.019,-17.090
0.017,-0.661,0.965,11.963,10.132,-13.550
0.036,-0.635,0.934,14.526,13.611,-12.207
0.049,-0.621,0.882,15.869,16.357,-10.986
0.048,-0.617,0.825,15.686,17.517,-9.277
0.052,-0.633,0.792,14.893,16.907,-7.202
0.051,-0.634,0.781,13.733,14.771,-4.395

-0.431,-1.464,0.743,-3.235,-13.306,151.367
-0.520,-1.479,0.721,-4.150,-13.062,168.701
-0.565,-1.392,0.731,-3.540,-15.930,188.110
-0.586,-1.229,0.721,-2.258,-20.691,205.688
-0.608,-1.109,0.680,-0.305,-23.926,217.957
-0.614,-1.034,0.625,-0.183,-28.198,226.135
-0.617,-0.984,0.550,-2.441,-31.433,232.788
-0.675,-0.991,0.448,-5.737,-35.034,239.624
-0.748,-1.003,0.391,-12.634,-39.429,249.268
-0.850,-0.877,0.406,-24.170,-47.729,268.066
-0.932,-0.591,0.517,-38.818,-62.439,293.274
-0.959,-0.225,0.713,-50.842,-77.637,316.589
-0.912,0.181,0.956,-57.129,-88.196,326.782
-0.886,0.485,1.127,-51.392,-89.478,319.946
-0.824,0.599,1.182,-27.100,-82.397,295.898
-0.757,0.523,1.095,6.287,-72.083,264.038
-0.722,0.329,0.942,27.161,-59.998,240.356
-0.818,0.253,0.768,20.630,-54.138,232.361
-0.901,0.377,0.771,-5.249,-55.603,237.549
-0.931,0.596,0.908,-30.640,-66.040,242.554
-0.906,0.855,1.116,-46.143,-76.416,244.019
-0.857,1.093,1.337,-47.607,-82.825,235.168
-0.776,1.215,1.502,-32.654,-82.703,216.492
-0.706,1.206,1.569,-9.521,-74.158,191.650
-0.613,1.106,1.562,9.766,-60.303,164.734
-0.532,0.987,1.474,18.555,-44.922,141.724
-0.492,0.848,1.332,19.226,-29.968,123.901
-0.466,0.724,1.168,15.320,-19.775,109.253
-0.441,0.617,1.021,10.132,-13.062,96.008
-0.467,0.540,0.878,2.686,-13.489,87.158
-0.471,0.603,0.856,-12.390,-22.034,86.609
-0.457,0.666,0.947,-22.522,-32.593,84.045
-0.439,0.608,1.069,-15.747,-41.565,74.829
-0.382,0.558,1.161,-4.944,-44.250,65.063
-0.357,0.495,1.199,5.249,-43.030,55.298
-0.292,0.416,1.235,13.611,-38.818,44.983
-0.259,0.339,1.234,17.639,-32.410,35.522
-0.223,0.303,1.209,16.357,-23.926,28.015
-0.203,0.277,1.143,10.132,-15.137,20.325
-0.213,0.226,1.064,-0.488,-7.751,13.245
-0.231,0.154,1.002,-12.024,-4.456,6.897
-0.252,0.086,0.979,-20.447,-5.371,3.174
-0.253,0.045,1.005,-22.400,-8.972,1.465
-0.242,0.020,1.085,-17.212,-13.245,0.488
-0.200,0.034,1.158,-8.240,-13.123,-0.244
-0.186,0.046,1.176,1.953,-8.484,-2.258
-0.165,0.069,1.169,8.850,-2.258,-5.066
-0.158,0.092,1.130,10.864,4.639,-9.216
-0.168,0.089,1.079,9.583,10.376,-13.245
-0.185,0.103,1.048,2.930,13.977,-16.479
-0.197,0.123,1.048,-3.967,15.320,-19.287
-0.212,0.127,1.041,-5.798,16.296,-23.376
-0.205,0.108,1.030,-2.136,16.907,-28.381
-0.198,0.111,1.020,0.671,17.517,-31.677
-0.190,0.128,1.003,3.540,18.372,-33.936
-0.190,0.142,0.989,6.531,19.592,-36.682
-0.193,0.164,0.981,7.568,21.118,-40.100
-0.208,0.173,0.968,7.935,22.766,-43.640
-0.231,0.193,0.965,6.470,24.109,-46.814
-0.267,0.225,0.953,5.005,24.780,-50.049
-0.297,0.264,0.950,4.456,24.780,-53.162
-0.317,0.293,0.970,4.272,23.560,-57.556
-0.327,0.303,0.991,6.409,22.888,-63.416
-0.341,0.317,1.001,9.399,23.499,-68.909
-0.351,0.331,1.000,13.123,24.292,-74.402
-0.359,0.349,0.990,16.296,25.452,-79.773
-0.369,0.379,0.985,17.822,26.306,-85.449
-0.367,0.396,0.978,18.494,27.161,-92.285
-0.377,0.397,0.972,17.212,27.893,-99.792
-0.389,0.401,0.973,13.916,28.503,-106.262
-0.403,0.413,0.987,9.766,28.137,-112.488
-0.423,0.411,0.991,7.080,27.771,-119.080
-0.419,0.422,1.023,4.211,27.527,-124.756
-0.424,0.414,1.047,2.686,27.405,-131.531
-0.436,0.393,1.043,4.578,28.503,-138.367
-0.424,0.394,1.037,4.883,30.334,-143.860
-0.427,0.410,1.023,5.798,31.738,-149.841
-0.442,0.415,0.998,7.568,33.264,-155.823
-0.461,0.429,0.986,7.202,34.424,-161.682
-0.474,0.416,0.981,7.324,34.607,-168.945
-0.496,0.411,0.981,6.104,33.936,-175.659
-0.505,0.411,1.005,2.014,34.546,-181.580
-0.544,0.381,1.007,-1.160,34.851,-187.988
-0.567,0.358,1.028,-2.930,35.217,-193.604
-0.569,0.329,1.073,-2.808,36.255,-198.425
-0.555,0.284,1.125,1.282,39.124,-201.538
-0.530,0.295,1.166,11.536,44.312,-202.332
-0.502,0.341,1.150,34.180,53.894,-205.933
-0.533,0.344,1.013,66.711,66.589,-215.454
-0.589,0.334,0.819,95.093,77.332,-227.844
-0.644,0.268,0.549,106.018,82.703,-237.732
-0.785,0.138,0.368,85.083,78.430,-242.615
-0.889,-0.058,0.404,43.396,62.012,-246.277
-0.914,-0.369,0.625,9.705,42.419,-251.953
-0.891,-0.630,0.890,-10.071,30.029,-253.418
-0.864,-0.824,1.013,-11.353,30.334,-251.587
-0.806,-0.983,0.965,5.066,38.696,-248.535
-0.777,-1.062,0.790,23.315,46.997,-243.774
-0.707,-1.121,0.605,34.668,52.063,-237.976
-0.676,-1.237,0.449,39.124,50.537,-233.704
-0.679,-1.373,0.368,33.264,42.358,-224.976
-0.663,-1.493,0.403,20.081,29.663,-212.463
-0.626,-1.628,0.508,10.803,15.686,-197.327
-0.587,-1.715,0.662,3.906,4.089,-178.345
-0.511,-1.699,0.818,0.610,-1.953,-156.860
-0.444,-1.603,0.888,0.488,-1.892,-135.864
-0.404,-1.497,0.885,2.014,1.221,-119.263
-0.363,-1.442,0.865,3.235,3.662,-106.140
-0.333,-1.399,0.852,0.610,3.906,-93.506
-0.310,-1.361,0.862,-4.944,3.113,-80.505
-0.278,-1.308,0.899,-9.888,1.282,-67.017
-0.250,-1.222,0.960,-13.184,-0.366,-53.833
-0.214,-1.145,1.014,-13.306,-0.061,-42.725
-0.178,-1.057,1.041,-11.841,2.441,-33.569
-0.152,-0.973,1.029,-9.827,6.714,-25.940
-0.125,-0.916,0.984,-7.141,11.047,-20.569
-0.106,-0.881,0.922,-5.310,14.404,-16.174
-0.071,-0.853,0.864,-4.883,16.113,-11.292
-0.055,-0.812,0.816,-5.798,16.113,-5.737

-0.612,1.015,1.514,-45.959,-70.740,198.425
