aX,aY,aZ,gX,gY,gZ
0.681,0.454,-0.745,28.564,-177.246,-70.496
0.496,0.379,-0.649,29.968,-190.796,-77.209
0.611,0.276,-0.530,20.996,-197.510,-75.378
0.446,0.228,-0.401,2.380,-205.139,-79.285
0.442,0.099,-0.308,-9.583,-210.327,-74.158
0.394,0.055,-0.192,-21.423,-214.539,-69.458
0.288,0.006,-0.114,-23.193,-220.032,-65.491
0.267,-0.040,-0.043,-17.334,-224.548,-59.204
0.231,-0.033,0.052,-10.803,-228.943,-56.152
0.192,-0.062,0.139,-1.404,-236.755,-55.481
0.159,-0.096,0.247,7.507,-241.821,-53.772
0.155,-0.105,0.362,13.428,-245.239,-51.697
0.166,-0.115,0.461,18.677,-248.962,-50.842
0.103,-0.140,0.528,21.667,-249.390,-48.096
0.133,-0.119,0.620,17.273,-244.507,-41.748
0.043,-0.119,0.685,11.108,-244.690,-39.978
-0.051,-0.181,0.711,6.653,-245.056,-39.368
-0.094,-0.244,0.809,-3.418,-242.798,-33.569
-0.080,-0.316,0.943,-13.733,-242.187,-26.001
-0.068,-0.420,1.246,-19.043,-242.493,-13.977
-0.091,-0.318,1.335,-11.047,-250.916,-27.710
0.080,-0.337,1.423,15.930,-245.544,-14.282
0.064,-0.243,1.363,27.954,-227.173,-8.179
0.094,-0.063,1.391,30.396,-206.116,-6.775
0.086,-0.019,1.302,21.790,-193.848,-12.634
-0.015,-0.075,1.267,8.606,-182.190,-15.076
-0.096,-0.147,1.274,-7.812,-172.668,-16.296
-0.193,-0.222,1.313,-19.775,-168.030,-14.038
-0.228,-0.261,1.442,-25.513,-168.579,-6.348
-0.169,-0.232,1.549,-25.757,-171.936,1.831
-0.097,-0.159,1.637,-17.151,-170.898,6.592
-0.004,-0.082,1.656,-3.601,-165.771,6.287
0.075,-0.021,1.636,6.592,-156.189,3.662
0.125,-0.000,1.577,9.216,-142.700,0.366
0.151,0.001,1.497,2.747,-126.892,-1.038
0.109,-0.005,1.413,-9.216,-109.497,-1.648
0.016,-0.042,1.323,-19.409,-94.910,-2.625
-0.074,-0.093,1.261,-25.940,-86.609,-1.648
-0.106,-0.089,1.249,-30.640,-85.876,2.625
-0.070,-0.016,1.279,-30.090,-88.318,7.385
-0.045,0.045,1.308,-22.400,-90.576,8.850
0.009,0.088,1.306,-15.503,-90.881,10.315
0.051,0.136,1.305,-15.015,-87.097,11.047
0.089,0.172,1.274,-18.494,-79.956,11.353
0.058,0.179,1.216,-24.719,-71.533,10.315
0.038,0.171,1.128,-31.738,-62.927,8.606
0.017,0.133,1.022,-36.743,-56.763,6.226
0.001,0.101,0.912,-39.246,-54.810,4.700
0.096,-1.274,1.988,-57.861,-63.354,5.981
0.603,3.114,3.713,-415.833,-98.633,53.467
1.045,0.760,1.803,-363.037,88.257,30.640
-0.416,0.097,1.091,-5.066,118.469,-38.940
-0.186,0.604,0.683,-61.462,116.638,-64.453
0.014,0.189,0.923,-39.551,63.721,-32.654
-0.020,0.186,1.002,-6.775,27.405,-6.836
0.074,0.271,0.971,-4.333,14.099,0.305
0.168,0.287,0.940,-2.319,4.395,-0.061
0.086,0.317,0.911,1.465,-6.653,6.165
0.124,0.317,0.956,10.193,-18.982,9.338
0.143,0.438,1.007,17.395,-29.053,17.456
0.258,0.580,1.106,28.992,-35.950,27.954
0.398,0.767,1.467,47.729,-36.804,34.668
0.477,0.680,1.864,87.646,-25.024,32.959
0.404,0.691,2.199,101.807,-16.418,24.658
0.368,0.795,2.373,85.693,-2.747,10.620
0.279,0.760,2.468,98.694,25.330,-7.385
0.137,0.637,2.528,118.713,56.335,-22.278
0.021,0.533,2.633,120.178,82.397,-31.860
-0.095,0.381,2.735,112.244,103.577,-39.673
-0.175,0.185,2.842,100.525,125.122,-45.654
-0.243,0.016,2.888,90.759,148.071,-48.340
-0.307,-0.130,2.804,88.318,170.532,-49.438
-0.360,-0.238,2.657,87.463,193.054,-47.119
-0.394,-0.320,2.486,82.336,212.280,-40.955
-0.421,-0.347,2.310,77.515,229.126,-32.166
-0.454,-0.400,2.164,76.355,246.704,-22.827
-0.481,-0.417,1.994,72.205,265.747,-11.597

-0.545,-0.363,1.541,55.054,302.551,9.155
-0.618,-0.400,1.298,41.931,312.622,16.663
-0.580,-0.397,1.133,22.583,322.632,21.729
-0.602,-0.426,0.976,6.226,324.524,26.306
-0.589,-0.454,0.854,-4.944,329.224,30.945
-0.596,-0.468,0.725,-12.207,331.055,33.508
-0.564,-0.497,0.617,-13.062,331.421,35.522
-0.566,-0.502,0.498,-10.010,332.275,41.260
-0.552,-0.477,0.371,-5.249,334.656,49.316
-0.565,-0.414,0.248,-0.732,336.304,59.021
-0.593,-0.349,0.129,-0.488,337.769,69.031
-0.614,-0.277,0.006,-7.385,336.853,77.637
-0.622,-0.213,-0.120,-15.381,327.271,82.397
-0.562,-0.197,-0.219,-25.635,313.660,84.351
-0.515,-0.178,-0.309,-32.959,295.410,85.632
-0.433,-0.155,-0.334,-36.011,273.254,86.182
-0.335,-0.098,-0.336,-31.128,252.014,85.266
-0.267,-0.021,-0.367,-16.052,236.206,83.557
-0.193,0.074,-0.433,1.465,224.731,82.336
-0.106,0.191,-0.531,15.198,215.149,83.008
0.001,0.302,-0.607,24.170,205.933,82.214
0.061,0.416,-0.729,34.119,198.059,78.125
0.136,0.490,-0.913,48.157,188.477,72.937
0.225,0.583,-1.113,57.068,174.744,69.519
0.336,0.698,-1.286,57.190,156.799,67.688
0.468,0.812,-1.434,52.856,135.620,63.721
0.580,0.899,-1.560,45.654,112.976,56.824
0.669,0.975,-1.645,36.804,89.294,49.011
0.728,1.043,-1.697,31.494,63.782,39.246
0.765,1.092,-1.742,30.396,38.208,25.391
0.783,1.110,-1.773,30.823,12.390,8.545
0.787,1.104,-1.774,29.236,-14.465,-8.118
0.776,1.051,-1.718,23.499,-43.152,-25.330
0.754,0.933,-1.603,14.954,-72.693,-42.419
0.704,0.788,-1.459,6.531,-101.196,-57.007
0.670,0.622,-1.308,0.000,-127.319,-67.993
0.642,0.452,-1.145,-4.395,-150.940,-75.623
0.637,0.310,-0.974,-5.920,-171.204,-80.139
0.615,0.198,-0.811,-4.883,-185.669,-81.421
0.540,0.058,-0.726,-2.136,-195.190,-82.886
0.581,0.031,-0.601,-4.517,-198.303,-77.698
0.431,-0.026,-0.516,-7.568,-202.637,-76.599
0.404,-0.109,-0.468,-4.517,-209.290,-70.068
0.346,-0.131,-0.354,-6.042,-216.614,-65.796
0.307,-0.180,-0.260,-4.761,-225.525,-58.899
0.276,-0.189,-0.145,-1.709,-232.422,-50.720
0.232,-0.178,-0.030,0.122,-239.685,-45.593
0.215,-0.189,0.079,3.967,-247.864,-42.603
0.211,-0.185,0.197,6.958,-253.052,-39.307
0.195,-0.178,0.309,9.583,-255.615,-36.621
0.155,-0.146,0.391,12.390,-255.554,-32.654
0.122,-0.126,0.461,12.695,-253.845,-27.954
0.094,-0.088,0.560,8.118,-252.197,-25.391
-0.002,-0.087,0.631,4.578,-255.676,-25.513
-0.003,-0.092,0.712,0.732,-258.240,-20.203
-0.049,-0.090,0.816,-4.517,-260.010,-16.479
-0.045,-0.179,0.948,-4.944,-262.146,-16.418
0.110,-0.132,1.149,-7.568,-262.329,-13.123
-0.030,-0.200,1.263,-1.526,-259.277,-13.977
0.021,-0.256,1.410,13.306,-265.076,-34.607
-0.046,-0.142,1.489,28.564,-244.995,-22.095
0.080,-0.144,1.398,27.161,-222.046,-20.447
-0.044,-0.135,1.350,17.395,-208.435,-22.644
-0.074,-0.140,1.383,6.653,-199.829,-16.296
-0.085,-0.164,1.346,-9.583,-193.054,-15.503
-0.160,-0.196,1.340,-17.395,-185.547,-13.184
-0.166,-0.244,1.372,-20.081,-183.960,-8.545
-0.111,-0.275,1.448,-20.691,-183.594,-4.944
-0.085,-0.260,1.538,-18.738,-178.894,0.732
-0.025,-0.193,1.606,-13.123,-171.082,7.141
0.055,-0.110,1.630,-4.578,-159.851,10.193
0.091,-0.029,1.595,2.747,-145.691,10.498
0.104,0.033,1.521,4.578,-131.042,9.705
0.134,0.069,1.420,-0.305,-117.798,9.949
0.133,0.104,1.319,-9.888,-104.004,8.667
0.083,0.110,1.229,-18.677,-93.750,8.789
-0.031,0.090,1.160,-25.574,-88.745,9.399
-0.102,0.081,1.168,-31.128,-88.684,10.254
-0.088,0.114,1.240,-33.386,-93.079,13.855
-0.016,0.180,1.330,-29.541,-94.788,15.015
0.001,0.213,1.366,-20.020,-93.872,15.137
0.062,0.261,1.382,-18.188,-87.952,16.235
0.056,0.283,1.339,-23.437,-80.933,13.367
0.052,0.269,1.249,-29.114,-72.510,11.230
0.024,0.247,1.136,-39.246,-67.261,9.949
-0.119,-0.988,2.345,-86.609,-83.130,11.292
0.806,3.540,3.879,-532.532,-107.605,70.496
0.831,0.625,1.535,-349.854,91.125,29.785
-0.585,0.113,0.797,0.732,92.957,-57.739
0.032,0.199,0.816,-41.138,64.941,-67.993
0.004,0.181,1.006,-20.935,24.475,-11.414
-0.016,0.253,0.993,-5.249,6.897,4.089
0.044,0.284,0.934,-9.705,-4.150,0.061
0.082,0.223,0.919,-2.686,-18.005,3.296
0.096,0.231,0.932,5.249,-27.771,9.094
0.098,0.250,0.938,11.353,-32.410,10.803
0.067,0.258,0.947,15.198,-31.250,11.292
0.098,0.302,0.929,18.921,-27.588,12.878
0.122,0.321,0.944,25.635,-22.522,14.587
0.167,0.376,0.999,31.006,-16.296,14.709
0.246,0.488,1.161,37.292,-6.714,17.395
0.161,0.496,1.282,58.960,6.409,16.052
0.133,0.395,1.535,85.754,22.217,10.742
0.103,0.390,1.856,92.407,31.799,7.080
0.152,0.549,2.094,70.801,33.325,4.700
0.180,0.628,2.288,70.618,49.988,-3.662
0.129,0.605,2.364,85.388,71.960,-17.090
0.080,0.550,2.406,89.233,90.149,-29.846
0.049,0.480,2.416,84.229,106.201,-39.612
0.046,0.387,2.363,75.745,121.155,-46.631
-0.004,0.302,2.330,65.979,133.484,-49.072
-0.040,0.197,2.319,56.580,147.583,-45.654
-0.058,0.146,2.293,49.622,164.429,-42.664
-0.068,0.100,2.226,47.546,183.472,-40.466
-0.112,0.063,2.097,48.645,202.637,-39.612
-0.160,0.021,1.925,47.485,221.313,-38.635
-0.206,-0.014,1.740,42.725,236.511,-38.269
-0.226,-0.062,1.555,36.316,246.277,-36.377
-0.259,-0.115,1.436,28.320,252.258,-33.264

0.947,0.731,-1.370,78.735,70.923,33.630
0.974,0.817,-1.513,65.063,60.364,27.527
0.961,0.840,-1.615,46.814,44.434,22.034
0.921,0.818,-1.666,27.344,21.362,13.916
0.903,0.804,-1.624,7.446,-7.812,7.629
0.884,0.740,-1.490,-5.249,-40.527,-0.061
0.865,0.657,-1.324,-9.888,-73.730,-9.094
0.853,0.560,-1.128,-9.033,-102.722,-17.761
0.821,0.465,-0.943,-5.493,-126.343,-25.208
0.775,0.366,-0.780,-0.671,-144.531,-31.555
0.747,0.292,-0.640,0.488,-157.227,-35.583
0.751,0.195,-0.518,-1.892,-164.917,-36.255
0.632,0.133,-0.450,-6.531,-169.006,-36.987
0.673,0.064,-0.388,-14.893,-168.457,-31.860
0.568,0.019,-0.348,-21.301,-169.189,-30.518
0.554,-0.023,-0.315,-21.729,-173.462,-24.963
0.493,-0.014,-0.253,-19.592,-179.565,-21.057
0.415,-0.010,-0.192,-12.573,-188.293,-18.127
0.403,0.007,-0.094,-5.005,-198.303,-16.418
0.395,0.027,0.016,2.991,-209.412,-17.334
0.394,0.025,0.117,12.512,-217.590,-18.433
0.379,0.056,0.206,19.897,-220.032,-18.433
0.336,0.059,0.267,26.917,-220.642,-19.897
0.290,0.045,0.300,28.503,-219.849,-24.353
0.287,0.008,0.340,24.231,-215.515,-27.832
0.179,-0.028,0.380,19.348,-213.745,-29.053
0.107,-0.055,0.470,13.550,-214.539,-23.376
0.104,-0.030,0.574,7.629,-217.163,-17.456
0.094,-0.003,0.663,10.071,-222.534,-14.038
0.088,0.017,0.716,15.259,-227.417,-15.747
-0.200,0.063,0.625,19.043,-233.826,-17.883
0.123,0.083,0.893,26.001,-241.638,-35.645
0.126,-0.125,0.783,34.790,-258.423,-49.866
-0.017,-0.105,0.944,22.339,-232.971,-41.260
-0.068,-0.178,0.997,5.554,-224.670,-37.354
-0.179,-0.232,1.089,-7.629,-213.440,-26.978
-0.224,-0.214,1.214,-17.151,-207.092,-18.555
-0.240,-0.242,1.297,-15.686,-205.322,-15.381
-0.197,-0.219,1.335,-7.507,-205.688,-12.146
-0.133,-0.187,1.334,1.221,-201.904,-10.315
-0.090,-0.163,1.284,6.836,-196.655,-9.277
-0.049,-0.168,1.273,4.211,-190.063,-6.348
-0.055,-0.165,1.329,-6.531,-178.040,-1.282
-0.111,-0.131,1.380,-19.592,-163.574,6.104
-0.204,-0.087,1.462,-27.588,-152.039,12.573
-0.238,-0.047,1.539,-29.480,-144.836,13.184
-0.242,-0.008,1.594,-25.635,-141.602,12.390
-0.200,0.021,1.619,-19.409,-138.855,12.329
-0.138,0.078,1.618,-17.273,-135.071,14.648
-0.080,0.116,1.563,-17.944,-128.601,17.212
-0.019,0.143,1.491,-20.935,-120.789,17.334
-0.008,0.147,1.395,-26.245,-114.075,16.846
-0.008,0.145,1.300,-33.020,-107.605,17.761
0.001,0.140,1.184,-37.048,-104.309,17.639
0.026,0.151,1.037,-32.166,-104.797,16.052
-0.808,-0.346,3.259,-158.264,-133.606,23.132
1.276,1.942,3.897,-710.022,-30.518,71.838
-0.017,0.557,1.396,-106.812,138.367,-38.757
-0.721,-0.327,0.295,11.719,112.793,-121.094
-0.025,0.279,0.855,-32.410,65.308,-46.875
0.134,0.431,1.115,-42.053,26.367,5.798
0.035,0.321,0.992,-5.310,12.329,3.418
0.045,0.309,0.947,2.136,-3.967,-2.014
0.159,0.320,0.944,20.020,-21.301,9.399
0.155,0.370,1.029,39.917,-33.691,14.221
0.259,0.515,1.179,63.782,-36.560,15.808
0.277,0.488,1.234,106.628,-31.494,16.602
0.327,0.394,1.337,150.513,-21.301,14.221
0.255,0.349,1.617,167.419,1.526,17.395
0.214,0.280,1.983,142.883,22.156,13.550
0.255,0.477,2.196,62.195,27.649,10.620
0.214,0.598,2.346,0.732,56.335,8.545
0.018,0.513,2.375,3.967,91.797,-9.216
-0.109,0.381,2.363,16.785,114.441,-25.574
-0.144,0.299,2.340,24.780,127.319,-36.560
-0.117,0.204,2.299,35.706,135.864,-41.199
-0.103,0.155,2.283,40.405,142.517,-40.222
-0.074,0.153,2.279,39.429,152.649,-36.072
-0.069,0.133,2.259,39.551,168.030,-33.325
-0.094,0.117,2.219,38.513,188.599,-30.273
-0.141,0.111,2.129,33.081,212.769,-27.466
-0.153,0.091,1.998,24.414,237.183,-26.062
-0.174,0.081,1.837,14.465,257.690,-25.818
-0.184,0.056,1.685,5.493,276.733,-24.902
-0.212,0.007,1.565,-1.221,293.518,-23.804
-0.199,-0.032,1.445,-5.127,309.326,-19.897
-0.237,-0.024,1.277,-7.080,322.510,-14.099
-0.288,-0.003,1.136,-9.277,333.191,-7.507
-0.306,-0.034,0.982,-11.292,337.402,-7.996
-0.291,-0.108,0.867,-14.954,337.585,-12.268
-0.281,-0.178,0.758,-18.188,331.543,-18.250
-0.250,-0.226,0.664,-16.296,327.576,-18.738
-0.223,-0.253,0.575,-8.606,324.280,-13.428
-0.208,-0.241,0.466,3.296,317.017,-8.484
-0.196,-0.196,0.328,15.869,313.599,-3.723
-0.178,-0.171,0.213,23.743,310.852,3.418
-0.157,-0.142,0.133,23.499,306.641,11.108
-0.110,-0.162,0.085,16.235,301.331,19.531
-0.065,-0.179,0.054,7.507,294.739,27.527
-0.011,-0.177,0.035,0.671,291.016,37.048
0.010,-0.190,-0.003,-1.953,286.316,46.143
0.005,-0.198,-0.041,0.122,280.579,54.443
0.002,-0.196,-0.087,5.371,275.452,60.303
0.011,-0.190,-0.170,14.404,270.264,61.401
0.009,-0.146,-0.257,27.222,263.794,62.744
0.014,-0.100,-0.365,41.138,256.042,65.430
0.007,0.001,-0.487,49.011,246.521,70.129
0.048,0.172,-0.635,48.523,234.192,73.669
0.136,0.321,-0.779,40.833,215.332,67.383
0.257,0.369,-0.900,34.485,191.406,52.185
0.375,0.383,-0.992,30.151,168.518,38.696
0.417,0.401,-1.077,28.564,149.170,28.687
0.427,0.401,-1.154,31.189,130.676,19.775
0.434,0.391,-1.239,38.452,112.244,10.803
0.440,0.410,-1.340,46.326,94.238,5.005
0.450,0.459,-1.456,54.504,75.684,1.404
0.446,0.504,-1.574,62.317,54.749,-1.343
0.455,0.562,-1.660,64.209,31.128,-3.113
0.472,0.618,-1.716,57.373,4.883,-4.211

0.539,0.693,-1.668,20.874,-48.889,-6.714
0.568,0.688,-1.557,-1.892,-77.271,-11.658
0.601,0.607,-1.420,-17.944,-105.469,-20.691
0.595,0.515,-1.262,-26.672,-131.042,-29.175
0.579,0.432,-1.119,-29.846,-154.114,-33.875
0.567,0.366,-0.974,-30.457,-175.049,-37.720
0.597,0.301,-0.840,-27.100,-194.092,-41.565
0.488,0.243,-0.702,-22.400,-210.083,-45.532
0.606,0.188,-0.581,-18.738,-219.849,-44.678
0.513,0.182,-0.455,-16.541,-227.295,-46.448
0.507,0.111,-0.342,-14.282,-232.178,-45.044
0.501,0.130,-0.218,-16.174,-233.276,-42.175
0.486,0.082,-0.142,-17.700,-232.544,-39.795
0.450,0.078,-0.073,-16.724,-232.422,-37.720
0.481,0.092,-0.005,-15.991,-231.384,-35.339
0.461,0.089,0.063,-14.526,-235.107,-34.546
0.443,0.095,0.143,-12.085,-240.479,-33.081
0.465,0.117,0.196,-8.240,-245.789,-34.180
0.433,0.107,0.290,-1.343,-253.052,-37.415
0.326,0.041,0.350,8.972,-263.306,-43.518
0.342,-0.047,0.473,15.076,-265.869,-44.556
0.307,-0.119,0.599,20.447,-266.113,-44.617
0.293,-0.198,0.718,26.672,-260.010,-42.175
0.271,-0.257,0.812,29.907,-249.023,-38.086
0.428,-0.265,0.904,30.518,-237.976,-33.936
0.195,-0.275,0.944,34.485,-232.666,-26.245
0.175,-0.203,0.981,40.283,-236.328,-45.227
0.180,-0.180,0.984,50.476,-239.624,-32.043
0.207,-0.153,1.011,49.011,-229.309,-30.212
0.171,-0.129,0.994,52.246,-238.770,-31.067
0.138,-0.195,1.024,52.246,-240.112,-30.884
0.136,-0.241,1.108,34.119,-235.291,-29.419
0.135,-0.323,1.247,11.475,-230.225,-27.161
0.076,-0.386,1.361,-2.075,-218.384,-18.982
0.066,-0.427,1.408,-5.859,-199.158,-10.193
0.055,-0.415,1.385,-5.615,-178.711,-2.747
0.045,-0.369,1.337,-3.296,-164.246,1.709
0.038,-0.307,1.269,1.404,-155.701,5.371
0.057,-0.214,1.179,1.831,-150.208,6.897
0.054,-0.147,1.088,-3.479,-148.499,9.033
0.047,-0.124,1.000,-14.526,-149.963,12.878
0.044,-0.142,0.948,-26.672,-154.297,15.564
-0.032,-0.182,0.980,-38.818,-159.424,18.982
-0.061,-0.214,1.058,-51.880,-161.743,25.513
-0.027,-0.218,1.150,-58.533,-159.668,36.377
-0.007,-0.144,1.284,-60.486,-153.870,49.866
0.030,0.036,1.389,-53.345,-146.362,59.448
0.118,0.189,1.431,-43.701,-137.573,67.139
0.146,0.257,1.425,-37.292,-124.329,65.613
0.158,0.339,1.360,-27.039,-111.206,57.373
0.165,0.401,1.243,-17.090,-100.403,48.950
0.162,0.434,1.129,-13.184,-90.942,39.917
0.112,0.416,1.037,-16.174,-84.534,30.762
0.043,0.343,0.990,-26.123,-81.360,23.987
-0.026,0.258,0.969,-41.931,-80.505,20.142
-0.072,0.145,0.991,-52.063,-85.205,19.775
-0.092,0.073,1.017,-57.434,-90.393,23.743
-0.090,0.057,1.061,-58.777,-94.055,32.593
-0.796,0.106,3.223,-160.706,-115.051,46.265
1.555,1.177,2.666,-517.334,-9.888,54.565
-0.029,0.237,1.315,-34.058,128.723,-22.461
-0.601,0.479,0.613,-36.011,119.141,-78.918
0.027,0.384,0.707,-56.030,89.294,-38.513
0.148,0.320,0.998,-24.048,40.710,-4.089
-0.017,0.378,0.973,5.005,19.958,7.446
0.016,0.383,0.970,-2.319,11.536,0.793
0.155,0.363,0.899,0.122,-5.493,2.197
0.163,0.329,0.906,18.860,-26.611,5.676
0.121,0.356,0.948,33.447,-37.720,9.583
0.162,0.430,0.994,40.833,-38.940,12.329
0.211,0.549,1.017,48.340,-35.339,12.329
0.259,0.582,1.100,66.284,-32.471,7.080
0.221,0.470,1.215,90.454,-24.048,2.014
0.215,0.236,1.531,96.497,-5.371,-0.916
0.239,0.279,1.810,64.392,5.676,-0.854
0.225,0.421,1.939,32.593,15.564,-3.052
0.194,0.496,1.985,50.842,40.771,-12.878
0.095,0.444,1.948,86.548,63.660,-29.968
0.050,0.346,1.895,108.276,78.857,-46.082
-0.007,0.274,1.833,114.746,86.792,-52.368
-0.076,0.211,1.787,109.802,89.539,-48.950
-0.087,0.147,1.811,92.590,89.355,-41.199
-0.062,0.083,1.896,69.275,90.271,-32.715
-0.044,-0.016,2.013,54.321,97.168,-24.780
-0.025,-0.107,2.098,55.115,110.779,-18.677
-0.034,-0.152,2.126,70.007,128.052,-14.038
-0.045,-0.153,2.046,94.177,148.010,-9.399
-0.074,-0.125,1.876,114.990,166.931,-6.958
-0.099,-0.075,1.689,121.704,183.655,-4.456
-0.107,-0.035,1.538,112.183,197.754,-2.625
-0.141,-0.047,1.439,89.417,210.083,-1.465
-0.089,-0.099,1.389,54.932,221.313,2.075
-0.132,-0.142,1.348,21.973,232.544,7.019
-0.131,-0.194,1.358,0.061,246.643,12.573
-0.128,-0.244,1.323,-12.695,256.714,15.808
-0.110,-0.207,1.292,-19.653,269.714,18.494
-0.090,-0.165,1.198,-20.996,281.494,18.677
-0.120,-0.155,1.076,-14.221,291.504,12.573
-0.120,-0.183,0.988,-4.944,301.331,6.104
-0.126,-0.234,0.866,0.916,306.763,2.747
-0.112,-0.269,0.768,-1.709,310.974,3.052
-0.138,-0.267,0.673,-10.010,313.843,6.226
-0.158,-0.283,0.548,-20.630,316.284,9.094
-0.190,-0.370,0.422,-32.654,318.665,9.888
-0.238,-0.327,0.319,-51.147,330.139,9.094
-0.072,-0.290,0.329,-71.594,348.816,4.089
-0.006,-0.288,0.207,-71.228,341.187,8.301
-0.002,-0.267,0.104,-64.270,323.730,19.897
0.031,-0.247,0.021,-53.284,307.007,26.672
0.071,-0.247,-0.071,-39.307,290.710,32.898
0.089,-0.212,-0.170,-24.048,272.827,41.382
0.102,-0.189,-0.337,-9.338,257.629,51.147
0.084,-0.173,-0.436,1.831,244.202,61.218
0.127,-0.126,-0.553,9.338,228.577,68.359
0.167,-0.064,-0.652,17.639,210.571,74.646
0.213,-0.007,-0.696,24.109,190.125,79.285
0.258,0.055,-0.750,29.907,167.297,81.055
0.350,0.118,-0.778,36.865,144.226,80.688
0.404,0.190,-0.803,48.279,122.864,76.843

0.682,0.783,-1.319,73.486,39.734,28.259
0.702,0.800,-1.352,53.101,22.644,19.958
0.728,0.802,-1.351,32.104,5.188,12.939
0.708,0.777,-1.318,14.221,-12.207,6.775
0.697,0.747,-1.256,0.061,-31.494,0.610
0.692,0.692,-1.177,-8.179,-53.467,-8.179
0.695,0.626,-1.092,-9.888,-76.233,-19.775
0.702,0.564,-1.004,-8.179,-98.083,-30.762
0.686,0.504,-0.911,-4.578,-118.103,-41.687
0.671,0.430,-0.829,2.563,-135.925,-50.415
0.649,0.363,-0.741,7.202,-152.161,-56.152
0.533,0.316,-0.672,6.348,-165.955,-61.646
0.603,0.229,-0.630,-0.427,-176.697,-63.477
0.529,0.240,-0.549,-12.817,-187.378,-66.772
0.450,0.164,-0.483,-20.691,-199.768,-69.031
0.429,0.102,-0.398,-28.137,-212.708,-68.726
0.369,0.059,-0.286,-36.865,-227.539,-69.641
0.331,-0.002,-0.174,-39.001,-239.502,-66.772
0.366,-0.087,-0.051,-37.231,-247.620,-61.829
0.346,-0.109,0.084,-33.203,-252.319,-57.678
0.379,-0.119,0.195,-26.367,-251.648,-52.002
0.401,-0.099,0.264,-16.235,-246.704,-49.805
0.340,-0.066,0.293,-3.296,-240.723,-49.805
0.358,-0.038,0.303,9.033,-234.192,-52.185
0.207,-0.031,0.286,17.883,-235.779,-61.523
0.088,-0.096,0.253,19.714,-239.319,-61.646
0.023,-0.088,0.304,6.653,-244.202,-52.612
-0.035,-0.124,0.450,-10.986,-255.432,-44.312
-0.003,-0.225,0.681,-25.269,-266.418,-36.194
0.204,-0.266,1.013,-35.400,-270.874,-25.757
0.340,-0.291,1.267,-33.569,-269.653,-16.724
0.199,-0.395,1.341,-13.977,-279.053,-39.246
0.239,-0.288,1.359,22.644,-239.746,-24.902
0.229,-0.178,1.228,39.307,-201.416,-30.151
0.120,-0.161,1.045,51.880,-185.547,-29.785
-0.086,-0.104,0.921,43.762,-176.819,-28.381
-0.163,-0.091,0.916,16.846,-176.331,-22.095
-0.210,-0.106,1.053,-19.409,-189.819,-15.076
-0.156,-0.225,1.248,-48.462,-203.430,-7.263
-0.023,-0.293,1.463,-62.988,-208.313,1.404
0.093,-0.298,1.564,-60.852,-200.439,12.085
0.201,-0.240,1.538,-47.668,-181.030,20.996
0.200,-0.150,1.429,-30.273,-162.720,24.109
0.117,-0.075,1.283,-13.916,-148.743,21.851
0.000,0.026,1.164,-5.920,-144.104,16.296
-0.108,0.091,1.132,-4.272,-149.170,13.672
-0.140,0.105,1.184,-13.611,-161.255,9.766
-0.106,0.076,1.303,-31.067,-171.265,5.798
-0.092,0.045,1.443,-49.500,-177.490,9.277
-0.028,0.013,1.573,-62.317,-175.293,15.076
0.061,0.005,1.700,-67.139,-165.588,20.752
0.118,0.031,1.726,-63.965,-146.973,28.137
0.171,0.058,1.652,-54.565,-122.620,33.020
0.158,0.093,1.512,-41.992,-97.900,29.297
0.061,0.103,1.369,-33.081,-78.430,21.729
-0.039,0.140,1.249,-30.396,-65.796,15.808
-0.070,0.139,1.122,-30.457,-62.073,15.991
-0.084,0.154,1.021,-33.569,-65.918,19.287
-0.703,-0.495,3.127,-121.094,-76.843,27.893
0.937,1.965,3.984,-548.706,1.099,71.289
0.560,0.371,1.083,-74.707,117.554,-34.546
-0.432,-0.023,0.988,16.174,70.190,-108.887
-0.402,0.281,0.533,-6.531,53.345,-47.791
-0.023,0.264,1.104,-12.512,18.860,-15.137
0.100,0.296,1.029,4.578,-2.502,-0.427
0.178,0.322,1.010,13.184,-13.062,0.549
0.092,0.355,1.019,16.418,-27.039,9.338
0.013,0.343,1.084,40.771,-34.058,13.855
0.160,0.301,1.187,74.646,-33.630,13.062
0.182,0.286,1.305,117.981,-24.353,13.916
0.149,0.226,1.506,154.175,-8.301,15.869
0.154,0.223,1.870,158.142,13.672,19.958
0.204,0.397,2.055,111.023,24.719,17.090
0.251,0.481,2.261,79.407,51.086,6.409
0.192,0.430,2.344,77.637,87.280,-14.404
0.043,0.329,2.320,81.360,122.437,-38.513
-0.085,0.186,2.271,79.407,149.719,-57.190
-0.201,-0.003,2.134,70.435,165.222,-61.157
-0.194,-0.094,2.057,46.936,171.082,-51.697
-0.138,-0.130,2.066,29.785,167.725,-38.757
-0.115,-0.163,2.141,28.076,163.269,-26.611
-0.094,-0.154,2.148,34.302,170.471,-18.066
-0.093,-0.111,2.091,41.748,184.387,-13.000
-0.086,-0.112,1.981,48.950,200.012,-10.254
-0.114,-0.127,1.829,49.561,214.844,-7.874
-0.091,-0.139,1.659,43.640,230.652,-2.014
-0.070,-0.115,1.500,34.973,244.995,5.615
-0.125,-0.067,1.325,30.640,256.592,12.390
-0.203,-0.048,1.164,27.771,264.709,17.212
