aX,aY,aZ,gX,gY,gZ
-0.249,-0.023,1.049,19.897,270.508,19.775
-0.214,-0.054,0.989,9.155,271.912,22.888
-0.138,-0.078,0.949,-1.282,268.127,24.902
-0.110,-0.054,0.898,-8.606,270.325,26.367
-0.073,-0.028,0.829,-11.475,276.794,26.733
-0.071,0.015,0.748,-13.062,283.386,24.719
-0.053,0.018,0.655,-12.268,287.842,19.897
-0.072,0.036,0.545,-11.292,290.100,13.428
-0.055,-0.026,0.467,-7.263,293.274,8.545
-0.015,-0.066,0.413,-7.690,294.922,10.193
-0.024,-0.059,0.362,-9.399,295.044,13.611
-0.016,-0.097,0.278,-10.010,295.898,19.226
0.016,-0.108,0.184,-14.771,294.189,23.010
0.015,-0.139,0.059,-18.982,288.269,22.827
0.066,-0.132,-0.033,-22.583,278.809,22.827
0.084,-0.147,-0.147,-21.301,266.418,21.118
0.079,-0.157,-0.240,-15.442,255.371,20.264
0.097,-0.158,-0.307,-13.062,244.019,19.592
0.144,-0.133,-0.381,-12.146,231.445,19.775
0.189,-0.123,-0.467,-8.606,219.116,20.325
0.237,-0.118,-0.547,-3.845,205.627,23.071
0.297,-0.105,-0.633,-0.427,192.200,28.137
0.361,-0.076,-0.728,3.296,179.871,34.668
0.420,-0.009,-0.846,9.705,168.396,38.574
0.465,0.086,-1.032,21.240,156.250,38.879
0.496,0.187,-1.244,38.269,140.442,33.752
0.521,0.280,-1.420,55.176,117.249,26.672
0.536,0.388,-1.553,68.848,85.999,18.555
0.573,0.480,-1.618,76.965,50.049,9.277
0.639,0.524,-1.582,79.590,12.695,1.343

0.809,0.624,-1.390,61.035,-42.786,-8.118
0.820,0.665,-1.314,47.302,-56.580,-11.475
0.764,0.633,-1.276,32.104,-69.702,-17.578
0.773,0.568,-1.206,11.658,-83.801,-22.888
0.734,0.513,-1.104,-8.728,-102.295,-31.433
0.724,0.399,-0.992,-20.447,-121.399,-40.222
0.691,0.278,-0.878,-28.625,-139.038,-46.326
0.688,0.173,-0.772,-34.424,-152.588,-48.767
0.631,0.085,-0.698,-35.278,-165.588,-48.706
0.589,0.016,-0.602,-35.645,-177.002,-45.532
0.536,-0.021,-0.508,-36.926,-188.782,-43.945
0.498,-0.049,-0.437,-35.767,-199.768,-42.908
0.516,-0.077,-0.352,-34.546,-208.679,-41.565
0.400,-0.101,-0.299,-34.607,-217.468,-40.100
0.455,-0.105,-0.223,-36.987,-221.252,-31.738
0.360,-0.099,-0.141,-40.466,-229.919,-30.090
0.357,-0.150,-0.042,-41.748,-235.779,-23.804
0.342,-0.134,0.099,-47.791,-239.685,-16.479
0.296,-0.138,0.232,-51.025,-239.563,-7.751
0.373,-0.103,0.364,-48.462,-233.521,0.549
0.236,-0.072,0.470,-36.255,-232.666,1.648
0.197,-0.086,0.498,-20.203,-230.103,2.991
0.226,-0.035,0.574,-15.259,-225.586,3.601
0.169,0.010,0.603,-11.841,-225.220,-0.305
0.108,-0.010,0.586,-8.118,-222.351,-7.385
0.125,0.101,0.756,-10.376,-225.525,-19.409
0.106,-0.095,0.761,-1.099,-248.352,-23.315
0.058,-0.286,0.929,-3.418,-270.874,-39.551
-0.138,-0.360,1.103,0.549,-269.104,-13.489
-0.024,-0.345,1.347,-16.357,-235.535,-0.549
0.052,-0.333,1.357,-18.616,-229.492,18.250
-0.001,-0.216,1.421,-6.226,-217.773,26.489
-0.026,-0.172,1.399,7.996,-202.209,22.705
0.016,-0.110,1.319,18.982,-195.007,22.522
-0.007,-0.064,1.191,25.146,-193.115,20.264
-0.062,-0.084,1.066,20.447,-188.354,15.442
-0.052,-0.165,1.025,1.038,-188.049,18.372
-0.091,-0.200,1.087,-24.353,-189.392,29.236
-0.204,-0.266,1.230,-40.222,-187.012,43.701
-0.243,-0.289,1.390,-46.143,-183.289,63.721
-0.156,-0.108,1.563,-49.194,-180.969,85.083
-0.006,0.155,1.686,-37.476,-176.392,92.529
0.134,0.323,1.686,-8.179,-166.077,80.994
0.207,0.390,1.609,15.259,-148.376,57.800
0.252,0.442,1.484,19.409,-127.991,39.734
0.256,0.455,1.338,5.371,-109.497,29.114
0.213,0.414,1.227,-14.099,-96.313,21.545
0.106,0.331,1.160,-32.837,-87.402,15.198
0.103,0.248,1.118,-48.462,-81.238,13.062
0.047,0.167,1.110,-55.115,-79.407,9.094
-0.004,0.125,1.098,-52.124,-78.857,8.789
-0.011,0.123,1.095,-47.058,-80.200,14.465
0.024,0.146,1.099,-43.274,-81.848,20.630
0.052,0.193,1.080,-37.109,-83.130,25.879
0.033,0.233,1.042,-25.330,-84.961,30.334
0.031,0.271,0.994,-17.090,-85.693,30.457
-0.677,-1.596,3.351,-58.899,-100.281,31.677
1.376,1.083,3.588,-470.581,-18.860,68.054
0.521,0.689,1.417,-80.139,175.232,-25.208
-0.521,0.397,0.794,-36.438,113.464,-104.126
-0.281,0.406,0.697,-64.270,97.839,-68.909
-0.113,0.116,1.019,-40.405,43.396,-32.593
0.090,0.092,1.051,-15.564,15.686,-15.564
0.014,0.303,0.930,-4.761,3.845,-1.038
0.071,0.346,0.910,2.502,-12.878,-1.770
0.155,0.303,0.905,7.202,-25.330,-0.732
0.091,0.226,0.973,14.343,-34.363,-1.221
0.137,0.169,1.012,19.104,-39.307,0.366
0.180,0.205,1.077,24.109,-37.109,10.620
0.229,0.193,1.234,35.339,-28.259,21.606
0.228,0.319,1.547,60.669,-9.033,33.142
0.206,0.253,1.648,113.464,16.541,37.476
0.130,0.302,1.653,129.517,28.015,30.945
0.158,0.458,1.581,104.553,34.790,28.198
0.163,0.531,1.598,84.900,42.847,22.949
0.162,0.520,1.751,70.251,50.476,13.489
0.163,0.431,1.980,57.800,59.814,1.648
0.169,0.311,2.205,48.584,74.341,-7.874
0.159,0.247,2.349,41.626,93.506,-15.137
0.135,0.227,2.385,44.434,115.845,-23.071
0.046,0.234,2.326,60.852,136.536,-33.997
-0.000,0.201,2.198,79.773,155.579,-47.180
-0.005,0.164,2.068,92.285,169.434,-56.702
-0.021,0.111,1.981,97.961,179.871,-61.462
-0.036,0.005,1.905,92.224,193.909,-60.303
-0.050,-0.055,1.828,75.745,208.923,-49.988
-0.056,-0.094,1.785,57.007,224.182,-39.063
-0.028,-0.131,1.726,44.128,238.098,-31.677
-0.035,-0.134,1.653,37.354,252.563,-23.865
-0.044,-0.133,1.563,33.325,268.005,-17.212
-0.052,-0.092,1.473,30.640,283.325,-17.151
-0.117,-0.035,1.264,34.180,295.715,-18.738
-0.237,-0.019,1.029,42.236,305.481,-18.677
-0.301,-0.081,0.834,40.344,305.298,-17.700
-0.252,-0.188,0.734,25.024,300.171,-14.221
-0.167,-0.234,0.718,2.808,294.434,-5.920
-0.104,-0.256,0.726,-11.292,294.861,2.869
-0.057,-0.252,0.682,-17.212,299.072,11.230
-0.041,-0.257,0.577,-17.334,306.641,15.015
-0.065,-0.263,0.469,-15.747,315.857,18.066
-0.086,-0.240,0.368,-19.531,319.885,21.057
-0.141,-0.177,0.226,-25.024,318.359,16.785
-0.203,-0.123,0.084,-26.001,313.354,13.184
-0.212,-0.066,-0.141,-25.818,302.185,12.817
-0.130,-0.126,-0.449,-25.940,284.851,20.142
-0.086,-0.112,-0.594,-31.250,256.592,32.776
-0.002,-0.075,-0.624,-35.889,224.487,44.556
0.101,-0.057,-0.624,-36.011,197.632,55.176
0.218,-0.071,-0.538,-32.593,175.537,65.369
0.318,-0.028,-0.490,-28.015,160.461,72.388
0.374,0.043,-0.482,-18.738,152.710,74.097
0.459,0.093,-0.461,-7.690,147.034,72.205
0.516,0.196,-0.500,0.671,145.996,66.040
0.533,0.274,-0.595,10.925,146.301,55.115
0.531,0.300,-0.687,22.949,142.334,40.466
0.543,0.310,-0.823,36.072,134.155,24.658
0.529,0.315,-0.987,46.082,122.375,12.878
0.559,0.332,-1.145,50.049,103.821,5.371
0.606,0.374,-1.272,49.622,79.346,1.404

0.742,0.426,-1.349,26.855,-6.042,-5.676
0.786,0.417,-1.277,17.151,-31.921,-9.766
0.822,0.393,-1.189,11.536,-53.406,-14.099
0.761,0.342,-1.124,8.484,-72.571,-19.775
0.831,0.307,-0.998,2.014,-86.792,-22.827
0.747,0.279,-0.899,-0.427,-103.882,-29.236
0.696,0.209,-0.826,2.747,-116.577,-33.447
0.700,0.198,-0.745,1.343,-129.333,-35.278
0.656,0.184,-0.667,0.061,-143.127,-37.537
0.622,0.149,-0.596,-0.122,-155.884,-41.138
0.604,0.130,-0.513,-4.150,-167.969,-44.373
0.573,0.102,-0.426,-9.521,-181.396,-46.509
0.575,0.050,-0.319,-15.015,-191.284,-48.706
0.531,-0.001,-0.227,-18.311,-200.928,-49.927
0.544,-0.050,-0.103,-18.921,-206.238,-45.349
0.508,-0.070,-0.003,-17.395,-209.839,-39.185
0.466,-0.062,0.071,-14.771,-213.196,-33.020
0.451,-0.033,0.116,-12.207,-216.309,-29.907
0.370,-0.013,0.164,-6.470,-220.764,-28.931
0.461,0.043,0.212,0.671,-224.670,-28.137
0.300,0.113,0.225,6.775,-236.267,-35.156
0.271,0.047,0.279,9.644,-244.080,-38.757
0.267,0.012,0.391,0.793,-248.291,-38.086
0.238,-0.108,0.559,-11.841,-256.653,-37.720
0.368,-0.176,0.804,-26.550,-253.296,-29.114
0.268,-0.272,1.022,-33.264,-250.793,-17.761
0.345,-0.153,1.156,-26.733,-247.253,-34.851
0.297,-0.238,0.996,2.563,-245.911,-23.682
0.296,-0.116,1.019,22.766,-211.182,-25.391
0.165,-0.111,0.830,38.391,-206.116,-28.137
0.068,-0.093,0.787,37.964,-206.604,-28.320
0.046,-0.119,0.854,18.066,-205.505,-25.574
0.052,-0.181,0.984,-7.202,-208.984,-13.428
0.106,-0.247,1.147,-25.208,-209.717,-0.244
0.185,-0.253,1.290,-31.555,-201.111,13.062
0.206,-0.232,1.308,-20.874,-188.110,23.621
0.203,-0.195,1.228,0.183,-177.185,28.259
0.146,-0.112,1.114,21.606,-171.204,25.818
0.011,-0.066,1.021,37.903,-171.997,18.799
-0.039,-0.051,0.976,40.588,-179.199,13.428
-0.039,-0.025,1.042,27.161,-188.232,12.573
0.004,-0.021,1.183,6.653,-195.801,15.442
0.073,-0.031,1.358,-15.076,-195.068,19.409
0.114,-0.027,1.515,-33.752,-186.218,21.851
0.148,-0.038,1.614,-42.908,-168.457,20.752
0.203,-0.045,1.641,-40.405,-145.386,13.550
0.201,-0.059,1.547,-26.550,-125.122,5.371
0.147,-0.053,1.384,-11.169,-106.812,-1.709
-0.022,-0.040,1.229,-5.005,-94.360,-4.333
-0.068,-0.022,1.159,-12.695,-90.515,0.122
-0.073,0.026,1.180,-28.870,-92.712,2.747
-0.049,0.022,1.201,-39.001,-97.229,3.174
-0.067,-0.005,1.222,-44.800,-99.182,2.075
-0.011,0.054,1.240,-53.040,-92.957,-6.042
0.061,0.073,1.237,-61.035,-81.604,-15.259
0.075,0.069,1.172,-62.439,-78.857,-10.559
0.053,0.074,1.122,-68.970,-72.021,-5.920
0.056,0.053,1.055,-75.806,-65.247,-4.333
0.027,0.029,0.975,-78.979,-60.303,-3.723
-0.313,-2.287,2.846,-88.745,-53.162,-3.967
0.675,2.449,2.962,-530.029,7.263,43.762
1.310,1.048,1.630,-458.984,121.521,33.325
-0.228,0.309,1.189,-5.554,109.009,-85.449
-0.543,0.286,0.615,19.470,41.687,-97.107
-0.169,0.138,0.976,0.122,22.339,-36.926
0.104,0.327,1.060,-11.292,9.521,-3.723
-0.007,0.276,1.011,12.756,-0.671,1.221
0.044,0.241,0.996,30.640,-14.282,8.362
0.106,0.271,1.014,43.213,-22.888,15.259
0.184,0.344,1.084,63.171,-26.123,12.939
0.150,0.279,1.070,98.145,-25.452,2.502
0.117,0.210,1.031,130.859,-21.484,-7.141
0.167,0.076,1.058,146.973,-15.320,-10.132
0.056,0.059,1.050,137.207,-2.319,-1.282
0.172,0.209,1.324,110.535,20.752,-4.944
0.235,0.333,1.526,75.623,24.231,-1.404
0.265,0.438,1.750,35.950,23.315,9.033
0.210,0.473,1.950,15.991,39.063,10.132
0.147,0.432,2.080,8.362,60.303,1.892
0.072,0.381,2.163,5.371,81.848,-10.315
0.028,0.281,2.195,9.705,100.281,-24.170
-0.014,0.177,2.174,13.550,115.173,-32.104
-0.019,0.147,2.135,19.714,127.869,-31.799
-0.023,0.115,2.118,35.156,139.526,-29.053
-0.007,0.087,2.141,48.767,151.062,-28.320
0.022,0.068,2.136,55.664,165.283,-26.794
0.022,0.036,2.107,61.340,184.509,-24.780
0.016,0.037,2.004,63.416,207.764,-25.574
0.008,0.104,1.855,61.890,230.774,-28.320
-0.001,0.094,1.666,65.063,249.451,-31.433
-0.034,0.087,1.537,72.083,263.672,-33.508
-0.086,0.028,1.385,81.421,275.940,-32.959
-0.153,-0.068,1.322,83.679,285.095,-22.278
-0.084,-0.175,1.298,74.036,293.945,-4.944
-0.053,-0.179,1.303,60.608,304.749,9.949
0.040,-0.167,1.306,58.655,318.481,21.362
-0.025,-0.288,1.198,69.397,325.989,33.020
-0.077,-0.351,1.087,71.167,338.501,35.095
-0.176,-0.360,0.932,63.721,345.703,27.405
-0.181,-0.238,0.756,49.011,351.257,13.306
-0.173,-0.200,0.562,48.523,351.135,7.874
-0.216,-0.131,0.450,51.941,345.398,12.878
-0.175,-0.177,0.275,48.828,335.876,20.630
-0.082,-0.128,0.201,33.508,327.698,31.555
-0.002,-0.053,0.109,16.052,317.383,41.992
0.060,-0.027,0.036,2.014,311.646,49.988
0.105,-0.046,-0.016,-6.653,306.702,55.847
0.075,-0.042,-0.095,-10.437,301.514,59.387
0.029,-0.073,-0.182,-12.207,293.640,64.575
-0.031,-0.121,-0.278,-14.954,278.442,66.223
-0.059,-0.117,-0.448,-23.682,254.944,57.861
0.007,-0.061,-0.589,-33.447,229.980,52.734
0.094,-0.026,-0.695,-28.870,207.336,51.758
0.159,-0.017,-0.787,-13.306,182.617,49.255
0.246,0.026,-0.864,2.197,157.349,47.363
0.317,0.077,-0.928,17.029,135.559,47.485
0.342,0.137,-0.986,31.494,117.249,48.950
0.375,0.247,-1.044,40.710,99.487,48.340
0.421,0.341,-1.111,45.776,82.947,41.626

0.586,0.605,-1.418,29.602,-7.874,10.681
0.633,0.641,-1.387,15.930,-31.555,9.521
0.665,0.654,-1.318,5.432,-55.786,6.104
0.685,0.614,-1.246,-0.854,-79.346,0.183
0.712,0.547,-1.158,-4.395,-101.685,-7.141
0.623,0.499,-1.058,-5.249,-123.901,-16.785
0.632,0.414,-0.968,-6.042,-142.212,-22.339
0.623,0.407,-0.851,-11.169,-162.659,-30.334
0.581,0.322,-0.734,-9.827,-183.594,-39.978
0.565,0.250,-0.619,-11.475,-198.608,-43.579
0.543,0.193,-0.492,-15.625,-209.961,-45.715
0.498,0.137,-0.390,-17.578,-219.177,-44.678
0.470,0.106,-0.274,-20.691,-224.854,-40.894
0.460,0.053,-0.194,-23.010,-231.201,-36.804
0.409,0.037,-0.155,-27.710,-237.000,-32.471
0.416,0.049,-0.060,-34.668,-239.197,-29.175
0.361,0.027,-0.015,-38.147,-249.268,-30.640
0.295,-0.004,0.068,-39.551,-257.690,-32.104
0.270,-0.082,0.194,-40.405,-264.648,-32.593
0.211,-0.125,0.301,-39.673,-270.935,-29.724
0.289,-0.146,0.510,-36.865,-272.644,-23.315
0.271,-0.172,0.611,-26.611,-277.039,-17.334
0.270,-0.242,0.856,-17.334,-271.912,-2.258
0.284,0.068,1.047,-8.972,-276.062,-34.546
0.261,-0.161,0.898,20.447,-290.222,-24.902
0.207,0.023,1.011,30.579,-269.409,-33.203
0.276,-0.017,0.947,39.368,-269.592,-40.894
0.256,-0.031,0.917,41.626,-266.479,-46.936
0.202,-0.097,0.987,34.302,-256.348,-52.429
0.166,-0.193,1.029,22.156,-252.869,-50.110
0.083,-0.273,1.116,13.062,-251.282,-45.532
0.071,-0.315,1.245,4.944,-245.422,-39.246
0.095,-0.359,1.355,2.014,-237.183,-30.945
0.144,-0.349,1.421,4.944,-224.609,-20.752
0.170,-0.305,1.405,11.963,-207.642,-14.160
0.169,-0.286,1.339,15.015,-189.514,-14.893
0.148,-0.251,1.276,6.775,-171.326,-13.977
0.048,-0.246,1.263,-8.301,-154.480,-7.996
0.005,-0.192,1.330,-24.475,-143.188,1.587
0.025,-0.137,1.390,-32.166,-136.230,8.911
0.029,-0.111,1.392,-35.828,-129.211,10.437
0.077,-0.056,1.388,-41.992,-119.629,7.080
0.119,-0.079,1.304,-41.992,-114.807,4.883
0.134,-0.058,1.221,-41.931,-107.910,2.319
0.158,-0.074,1.134,-45.349,-101.074,3.662
0.116,-0.084,1.104,-55.420,-91.553,6.531
0.084,-0.083,1.134,-67.017,-82.703,11.536
0.046,-0.077,1.226,-68.665,-80.322,21.118
0.019,0.001,1.264,-57.861,-79.529,29.968
0.034,0.120,1.268,-43.152,-77.881,37.048
0.084,0.215,1.211,-33.569,-76.721,40.466
0.109,0.292,1.163,-38.818,-72.449,39.246
0.089,0.275,1.089,-56.763,-67.688,37.476
0.073,0.232,1.032,-78.430,-64.209,36.865
0.017,0.186,0.989,-93.323,-63.110,34.241
-0.002,0.138,0.928,-93.384,-67.139,30.701
-0.015,0.097,0.871,-77.026,-74.768,25.330
-0.104,-1.324,2.339,-71.289,-91.553,21.912
1.747,3.242,4.000,-462.524,-65.918,63.721
0.401,0.445,1.526,-202.820,149.048,-24.658
-0.542,0.082,0.718,0.366,48.279,-95.642
-0.474,0.157,0.824,-28.870,58.838,-41.626
0.155,0.291,1.052,-11.230,21.851,5.737
0.071,0.405,0.969,3.845,5.615,6.287
0.074,0.361,0.954,9.949,-6.348,-0.366
0.120,0.299,0.958,21.973,-20.813,6.592
0.137,0.310,1.008,35.950,-29.785,16.174
0.108,0.334,1.072,53.345,-33.813,17.700
0.142,0.374,1.123,77.515,-32.593,14.526
0.202,0.329,1.246,100.281,-24.841,7.874
0.269,0.195,1.560,103.699,-8.362,6.470
0.241,0.282,1.755,71.594,6.226,8.301
0.262,0.357,1.884,38.208,22.705,5.920
0.223,0.354,1.956,36.682,46.814,-5.615
0.156,0.342,1.977,46.692,71.106,-19.409
0.103,0.353,1.969,55.847,89.233,-30.640
0.077,0.320,1.893,63.965,102.478,-40.039
0.100,0.319,1.783,61.951,112.854,-42.297
0.064,0.351,1.763,49.866,121.826,-37.292
0.083,0.292,1.749,37.659,131.226,-33.081
0.087,0.244,1.790,24.170,141.418,-29.663
0.089,0.172,1.855,15.869,152.588,-27.649
0.111,0.135,1.879,14.099,166.870,-25.208
0.122,0.131,1.872,20.935,183.838,-23.621
0.137,0.137,1.832,33.386,202.271,-22.949
0.106,0.133,1.752,45.166,219.604,-23.682
0.032,0.116,1.666,53.406,236.450,-23.315
0.040,0.107,1.579,54.260,252.197,-17.822
-0.017,0.137,1.466,47.607,265.015,-14.587
-0.004,0.070,1.407,41.443,275.696,-14.832
-0.016,0.021,1.356,34.668,282.959,-18.921
0.010,-0.029,1.312,29.663,292.847,-18.188
0.012,-0.037,1.245,27.466,302.856,-17.151
-0.004,-0.002,1.175,29.480,311.646,-16.235
-0.025,-0.015,1.002,37.903,316.956,-15.930
-0.082,-0.074,0.836,45.654,321.106,-13.733
-0.071,-0.140,0.697,43.579,321.899,-8.484
-0.050,-0.170,0.542,35.889,319.153,-1.831
-0.014,-0.197,0.449,25.269,317.871,8.362
0.024,-0.202,0.388,13.306,317.749,18.311
0.011,-0.233,0.323,6.470,315.857,27.405
0.011,-0.255,0.281,0.671,313.171,32.776
0.010,-0.213,0.257,-5.615,310.547,34.241
0.040,-0.195,0.172,-6.592,305.176,36.316
0.043,-0.210,0.065,-2.747,296.082,39.856
0.060,-0.207,-0.008,-0.122,286.194,43.762
0.078,-0.158,-0.081,1.831,274.292,48.218
0.098,-0.135,-0.161,3.601,261.169,53.223
0.158,-0.108,-0.215,5.005,251.831,56.885
0.206,-0.102,-0.211,4.883,246.765,52.551
0.228,-0.121,-0.248,9.521,243.896,45.776
0.191,-0.062,-0.373,21.362,241.760,43.396
0.142,-0.014,-0.573,41.748,234.985,42.969
0.148,0.053,-0.790,60.791,219.910,37.537
0.191,0.155,-1.000,69.885,197.205,30.884
0.263,0.192,-1.195,69.580,170.715,25.818
0.296,0.222,-1.329,62.195,145.691,22.705
0.329,0.278,-1.433,52.795,121.765,23.376
0.364,0.375,-1.509,45.837,95.520,23.193

0.450,0.669,-1.630,42.297,15.625,8.240
0.478,0.738,-1.626,37.964,-10.986,0.916
0.481,0.742,-1.584,33.997,-37.781,-7.690
0.472,0.723,-1.514,29.114,-64.636,-16.296
0.472,0.695,-1.414,23.865,-91.125,-24.475
0.481,0.631,-1.297,21.179,-116.760,-33.447
0.434,0.559,-1.175,17.151,-141.357,-41.260
0.469,0.493,-1.032,10.193,-162.964,-46.387
0.435,0.406,-0.907,6.775,-184.448,-52.979
0.412,0.334,-0.809,2.197,-202.698,-55.420
0.426,0.270,-0.700,-6.531,-218.140,-56.030
0.374,0.178,-0.579,-16.113,-232.788,-55.176
0.369,0.064,-0.402,-28.259,-243.408,-50.842
0.353,-0.049,-0.198,-37.781,-251.892,-47.241
0.358,-0.112,-0.015,-39.734,-256.531,-42.114
0.344,-0.133,0.131,-32.410,-256.470,-36.743
0.402,-0.141,0.245,-18.799,-253.784,-33.203
0.425,-0.078,0.293,-5.188,-252.625,-34.546
0.430,-0.057,0.287,5.005,-252.502,-39.185
0.409,-0.006,0.288,6.897,-253.357,-40.466
0.422,-0.011,0.290,1.404,-257.690,-38.269
0.138,0.039,0.288,-7.263,-271.118,-35.706
0.355,-0.004,0.430,-18.311,-283.630,-43.335
0.493,-0.138,0.606,-33.203,-295.532,-49.255
0.293,-0.217,0.757,-26.306,-311.707,-32.471
0.366,-0.173,1.090,-27.893,-287.720,-28.198
0.426,-0.193,1.202,-8.118,-288.574,-19.775
0.399,-0.101,1.238,12.390,-264.954,-21.790
0.365,-0.027,1.166,19.653,-241.882,-22.888
0.276,-0.010,1.097,16.846,-231.628,-23.865
0.292,-0.064,1.001,2.747,-226.074,-26.978
0.262,-0.101,0.964,-13.123,-225.403,-26.917
0.220,-0.142,0.949,-21.545,-230.896,-24.048
0.150,-0.162,0.975,-18.005,-241.272,-20.569
0.121,-0.195,1.030,-8.545,-253.418,-20.203
0.077,-0.204,1.124,-1.343,-263.184,-18.494
0.061,-0.184,1.277,0.671,-265.564,-14.709
0.134,-0.206,1.455,-0.793,-259.644,-7.202
0.174,-0.186,1.641,-8.850,-241.455,1.099
0.224,-0.129,1.724,-19.043,-213.562,9.155
0.232,-0.092,1.708,-21.545,-185.974,12.390
0.240,-0.079,1.572,-20.203,-161.438,8.545
0.231,-0.052,1.417,-16.968,-142.395,2.441
0.162,-0.031,1.277,-13.245,-130.127,-2.197
0.175,-0.031,1.139,-17.700,-120.483,-1.221
0.168,0.038,1.077,-30.334,-110.718,-0.977
0.062,0.054,1.068,-34.851,-108.948,-2.197
-0.028,0.002,1.109,-37.903,-111.755,-0.366
0.034,-0.006,1.232,-47.852,-110.474,0.732
0.098,0.004,1.385,-52.246,-104.797,2.380
0.146,0.009,1.428,-46.448,-95.215,8.179
0.204,0.042,1.423,-42.419,-77.454,11.230
0.137,-0.050,1.327,-41.138,-58.228,9.644
0.145,0.143,1.242,-48.767,-33.875,-2.808
0.110,0.182,1.113,-52.246,-17.212,-5.920
0.056,0.157,0.935,-51.880,-15.625,-0.244
0.008,0.154,0.824,-56.946,-16.174,-0.671
-0.015,0.143,0.770,-62.561,-19.714,-4.761
-0.074,0.076,0.794,-59.692,-30.518,-4.639
-0.091,0.033,0.903,-55.298,-43.518,0.183
-0.044,0.018,1.003,-51.880,-52.856,7.019
0.010,0.056,1.089,-44.922,-54.260,13.672
-0.594,-0.626,2.661,-104.980,-69.092,31.372
1.310,2.000,4.000,-451.843,-2.075,76.172
0.536,0.379,1.321,-106.262,125.183,-17.212
-0.241,0.385,0.862,20.752,66.406,-53.894
-0.285,0.432,0.541,17.517,73.792,-34.119
-0.189,0.384,0.796,-8.301,34.729,-11.597
0.091,0.464,1.127,-14.404,2.197,-0.854
0.209,0.513,1.356,17.578,-16.174,-0.488
0.255,0.449,1.590,77.087,-19.409,-2.808
0.344,0.362,1.786,137.756,-5.310,-8.118
0.380,0.220,2.037,160.156,11.841,-10.254
0.364,0.342,2.038,122.498,23.560,-8.423
0.425,0.410,2.087,95.398,53.345,-17.639
0.365,0.403,2.066,89.539,89.661,-32.471
0.209,0.344,1.939,86.487,117.981,-44.495
0.089,0.252,1.797,78.796,135.193,-50.110
-0.012,0.156,1.703,70.068,140.930,-50.903
0.028,0.069,1.671,58.655,141.174,-44.189
0.067,0.056,1.701,44.739,139.954,-33.020
0.116,0.065,1.702,37.415,143.433,-23.437
0.142,0.084,1.687,36.255,150.330,-17.212
0.165,0.080,1.669,40.649,158.936,-14.771
0.179,0.066,1.639,48.096,168.701,-14.343
0.187,0.049,1.582,56.091,180.603,-13.977
0.165,0.038,1.513,63.782,193.481,-13.489
0.146,-0.017,1.462,72.266,204.712,-12.085
0.160,-0.042,1.468,78.003,215.576,-7.385
0.119,0.042,1.446,80.872,229.553,0.244
0.186,0.052,1.355,87.097,244.385,8.118
0.081,-0.016,1.152,86.853,252.563,13.367
0.097,0.025,1.079,68.604,265.869,20.996
0.057,-0.005,0.906,45.410,268.677,22.827
0.094,-0.027,0.836,27.710,271.606,22.583
0.084,-0.055,0.754,14.526,269.897,25.574
0.110,-0.084,0.749,5.676,269.409,27.527
0.140,-0.093,0.745,-2.502,269.226,30.945
0.194,-0.072,0.796,-9.033,275.391,34.058
0.186,-0.037,0.821,-10.315,284.546,31.921
0.154,-0.038,0.730,-2.441,290.344,28.564
0.122,-0.107,0.614,9.399,293.884,31.799
0.108,-0.137,0.503,13.794,294.739,34.546
0.060,-0.146,0.378,14.160,292.664,35.828
0.066,-0.213,0.257,13.123,289.551,42.480
0.091,-0.259,0.134,9.033,286.499,49.438
0.072,-0.314,0.108,3.418,281.799,54.993
0.108,-0.356,0.109,-4.944,276.306,60.364
0.142,-0.314,0.138,-10.010,271.362,67.261
0.191,-0.194,0.109,-8.728,270.203,72.266
0.173,-0.121,0.070,0.183,270.203,69.336
0.133,-0.047,-0.001,8.789,270.630,60.486
0.076,-0.046,-0.151,17.944,267.334,51.636
0.032,-0.145,-0.380,26.550,255.737,47.119
0.037,-0.146,-0.606,23.804,243.103,42.542
0.073,-0.123,-0.813,26.917,228.760,43.396
0.075,-0.123,-0.934,41.077,208.496,49.683
0.116,-0.060,-0.997,52.002,187.744,59.204
0.180,0.102,-1.085,62.317,167.908,71.655

0.520,0.843,-1.456,53.467,74.036,37.476
0.485,0.730,-1.457,39.185,46.082,12.085
0.461,0.674,-1.477,36.011,18.921,-1.892
0.481,0.725,-1.526,40.222,-7.324,-10.010
0.506,0.799,-1.543,38.391,-33.752,-17.273
0.540,0.824,-1.501,24.963,-59.937,-23.682
0.558,0.772,-1.418,8.118,-85.388,-30.334
0.524,0.704,-1.327,-5.737,-109.070,-37.170
0.586,0.647,-1.221,-15.686,-129.944,-41.687
0.578,0.597,-1.123,-20.630,-150.818,-48.645
0.526,0.513,-1.020,-21.667,-169.312,-55.664
0.528,0.423,-0.912,-23.926,-186.157,-60.913
0.505,0.363,-0.813,-22.644,-203.308,-66.650
0.468,0.285,-0.716,-18.982,-217.957,-70.862
0.429,0.206,-0.605,-21.423,-229.187,-71.960
0.419,0.133,-0.466,-30.396,-238.037,-69.275
0.444,0.070,-0.288,-43.274,-241.516,-63.049
0.408,0.010,-0.132,-50.964,-241.699,-55.664
0.452,0.002,-0.010,-51.086,-239.868,-47.180
0.462,0.021,0.029,-44.678,-242.065,-43.579
0.412,-0.003,0.021,-33.142,-249.329,-45.654
